List,Syns
[0],"[['diastasis recti complicating pregnancy, labor and delivery', 'Diastasis of muscle', 'Separation of muscle (nontraumatic)'], ['Other specified obstetric trauma'], ['Other specified obstetric trauma'], ['Other specified obstetric trauma']]"
[1],"[['Short rib syndrome', 'Asphyxiating thoracic dysplasia [Jeune]'], ['Other congenital malformations of ribs', 'Congenital malformation of ribs NOSCongenital absence of rib', 'Congenital absence of rib', 'Congenital fusion of ribs'], ['Short rib syndrome', 'Asphyxiating thoracic dysplasia [Jeune]']]"
"[1, 0]","[['Neurologic neglect syndrome', 'Hemi-inattention', 'Neurologic neglect syndromeHemi-inattention', 'Left-sided neglect'], ['Visuospatial deficit']]"
"[1, 0]","[['Campylobacter Infections'], ['Other spirochaetal infections']]"
"[5, 2]","[['Oxygenators'], ['Nitrogen'], ['Medical gases'], ['oxygen'], ['nitrogen'], ['helium'], ['Carbon dioxide'], ['carbon dioxide']]"
"[1, 0]","[['Hypobaropathy NOS'], ['Altitude Hypoxia', 'Mountain Sickness', 'Altitude Sickness']]"
"[1, 0]","[['Arbovirus Infections'], ['Arthropod-borne viral disease NOS']]"
[0],"[['Contact laxatives'], ['castor oil'], ['Castor Oil']]"
"[1, 0]","[['Mossy foot disease'], ['Dermatitis Verrucosa', 'Chromoblastomycosis', 'Chromomycosis']]"
"[1, 0]","[['Accretions on teeth NOS'], ['Dental Deposit', 'Deposits, Dental', 'Dental Deposits', 'Materia Alba', 'Deposit, Dental']]"
"[1, 0]","[['Diastema', 'Diastemata'], ['Abnormal tooth spacing NOS']]"
[0],"[['Generalized glycogenosis'], ['Deficiency of maltase-glucoamylase', 'Deficiency of maltase', 'Deficiency of alpha-glucosidase'], ['Deficiency of exo-1,4-alpha-glucosidase', 'Deficiency of gamma-amylase', 'Deficiency of glucan 1,4-alpha-glucosidase', 'Deficiency of lysosomal alpha-glucosidase', 'Deficiency of acid maltase', 'Deficiency of glucoamylase', 'Deficiency of amyloglucosidase']]"
[3],"[['inulin'], ['Inulin'], ['phenolsulfonphthalein'], ['Tests for renal function']]"
"[1, 0]","[['Epiphora', 'Lacrimal Apparatus Diseases'], ['Lacrimal system disorder NOS']]"
"[1, 0]","[['White blood cell disease NOS'], ['Leukocyte Disorders']]"
[1],"[['Pancreatic Function Tests'], ['pancreozymin (cholecystokinin)'], ['Tests for pancreatic function']]"
[1],"[['Protein-Calorie Malnutrition', 'Marasmus', 'Protein-Energy Malnutrition'], ['Protein deficiency disease'], ['Dystrophy due to malnutrition'], ['Protein-calorie malnutrition NOS']]"
[2],"[['tetanus antitoxin'], ['Tetanus Antitoxin'], ['Immune Sera', 'Immune sera']]"
[2],"[[""Buerger's Disease"", 'Buerger Disease', 'Thromboangiitis Obliterans', 'Thromboangitis Obliterans'], ['Thromboangiitis obliterans NOS'], ['Presenile gangrene']]"
"[1, 0]","[['Overgrowth of filiform papillae'], ['Tongue, Hairy']]"
"[1, 0]","[['Double Y syndrome'], ['XYY Karyotype']]"
"[1, 0]","[['Lupoid rosacea'], ['Dermatitis, Periocular', 'Dermatitis, Perioral', 'Perioral Dermatitis', 'Periocular Dermatitis']]"
"[1, 0]","[['Lower limb anomaly, unspecified'], ['Lower Extremity Deformities, Congenital', 'Lower Limb Deformities, Congenital']]"
"[1, 0]","[['Upper limb anomaly, unspecified'], ['Upper Extremity Deformities, Congenital', 'Upper Limb Deformities, Congenital']]"
"[1, 0]","[['White Heifer Disease'], ['Segmental uterine aplasia']]"
"[1, 0]","[['testosterone propionate'], ['3-oxoandrosten (4) derivatives']]"
"[1, 0]","[['proflavine'], ['Acridine derivatives']]"
"[1, 0]","[['Aminoalkyl ethers'], ['Diphenhydramine Theoclate', 'dimenhydrinate', 'Diphenhydrinate']]"
"[1, 0]","[['cyproterone', 'Cyproterone acetate'], ['Antiandrogens, plain']]"
[2],"[['Antiarrhythmics, class III'], ['antiarrhythmics, class i and iii'], ['Bretylum', 'Bretylium p-toluenesulfonate', 'Bretylate', 'Bretylium tosylate', 'Bretylium tolsylate', 'bretylium']]"
[2],"[['Antihypertensives'], ['Other antihypertensives', 'Other Antihypertensives'], ['ambrisentan']]"
"[1, 0]","[['hydrogen peroxide'], ['Antiinfectives and antiseptics for local oral treatment']]"
"[1, 0]","[['thioacetazone and isoniazid'], ['Combinations of drugs for treatment of tuberculosis']]"
[0],"[['flumethasone pivalate'], ['hydrocortamate'], ['Corticosteroids, potent (group III)'], ['corticosteroids', 'Corticosteroids']]"
"[1, 0]","[['Corticosteroids, very potent (group IV)'], ['clobetasol']]"
"[1, 0]","[['Enemas'], ['sodium phosphate']]"
"[1, 0]","[['Interleukin inhibitors'], ['tocilizumab']]"
[2],"[['local anesthetics', 'Local Anesthetics'], ['Other local anesthetics'], ['capsaicin'], ['tetracaine']]"
"[1, 0]","[['Local hemostatics'], ['thrombin']]"
"[1, 0]","[['sodium sulfate'], ['Osmotically acting laxatives']]"
"[1, 0]","[['Other antiemetics'], ['fosaprepitant']]"
"[1, 0]","[['Other diagnostic radiopharmaceuticals for tumour detection'], ['iobenguane (131i)']]"
[1],"[['Other surgical aids'], ['chymotrypsin'], ['Surgical Aids']]"
"[1, 0]","[['eltrombopag', 'Eltrombopag olamine'], ['Other systemic hemostatics']]"
"[1, 0]","[['gadopentetate dimeglumine'], ['Paramagnetic contrast media']]"
"[1, 0]","[['Phosphodiesterase inhibitors'], ['sildenafil', 'Sildenafil Citrate']]"
[0],"[['oxatomide'], ['Piperazine derivatives'], ['Piperazine and derivatives']]"
"[1, 0]","[['Preparations inhibiting uric acid production'], ['febuxostat']]"
"[1, 0]","[['trypsin'], ['Proteolytic enzymes']]"
"[1, 0]","[['Renin-inhibitors'], ['Rasilez', 'SPP 100', 'aliskiren']]"
"[1, 0]","[['sodium citrate'], ['Salt solutions']]"
"[1, 0]","[['dipivefrin'], ['Sympathomimetics in glaucoma therapy']]"
[0],"[['hexocyclium'], ['Synthetic anticholinergics, quaternary ammonium compounds'], ['diphemanil methylsulfate']]"
"[1, 0]","[['Tests for diabetes'], ['glucose']]"
[1],"[['(+/-)-Lorazepam', 'O-Chloroxazepam', 'O-Chlorooxazepam', 'lorazepam', 'L-Lorazepam Acetate'], ['ondansetron'], ['fosaprepitant', 'MK-0517', 'MK-869', 'aprepitant']]"
"[1, 0]","[['benazepril'], ['Diphenylhydantoin', 'Dihydantoin', 'Phenytoine', 'DPH', 'Difenilhidantoina [Spanish]', 'Diphenylhydantoine [French]', 'Diphenylhydatanoin', '5,5-Dwufenylohydantoina', 'Fenitoina [INN-Spanish]', 'Phenytoin Sodium', 'Phenytoinum [INN-Latin]', 'phenytoin', '5,5-diphenylhydantoin', 'Phenytoine [INN-French]', 'Diphenylan Sodium']]"
