id,ids,name,syn
ICD10:A05.1,"[""""""ICD10:A05.1""""""]",Botulism,"['''Classical foodborne intoxication due to Clostridium botulinum''','''Botulism''']"
ICD10:A05.2,"[""""""ICD10:A05.2""""""]",Foodborne Clostridium perfringens [Clostridium welchii] intoxication,"['''Pig-bel''','''Foodborne Clostridium perfringens [Clostridium welchii] intoxication''','''Enteritis necroticans''']"
ICD10:A05.3,"[""""""ICD10:A05.3""""""]",Foodborne Vibrio parahaemolyticus intoxication,['''Foodborne Vibrio parahaemolyticus intoxication''']
ICD10:A05.4,"[""""""ICD10:A05.4""""""]",Foodborne Bacillus cereus intoxication,['''Foodborne Bacillus cereus intoxication''']
ICD10:A05.8,"[""""""ICD10:A05.8""""""]",Other specified bacterial foodborne intoxications,['''Other specified bacterial foodborne intoxications''']
ICD10:A05.9,"[""""""ICD10:A05.9""""""]","Bacterial foodborne intoxication, unspecified","['''Bacterial foodborne intoxication, unspecified''']"
ICD10:A06,"[""""""ICD10:A06""""""]",Amoebiasis,"['''Amoebiasis''','''infection due to Entamoeba histolytica''','''other protozoal intestinal diseasesA07.-''']"
ICD10:A06.0,"[""""""ICD10:A06.0""""""]",Acute amoebic dysentery,"['''Acute amoebic dysentery''','''Intestinal amoebiasis NOS''','''Acute amoebiasis''']"
ICD10:A06.1,"[""""""ICD10:A06.1""""""]",Chronic intestinal amoebiasis,['''Chronic intestinal amoebiasis''']
ICD10:A06.2,"[""""""ICD10:A06.2""""""]",Amoebic nondysenteric colitis,['''Amoebic nondysenteric colitis''']
ICD10:A06.3,"[""""""ICD10:A06.3""""""]",Amoeboma of intestine,"['''Amoeboma NOS''','''Amoeboma of intestine''']"
ICD10:A06.4,"[""""""ICD10:A06.4""""""]",Amoebic liver abscessK77.0,"['''Hepatic amoebiasis''','''Amoebic liver abscessK77.0''']"
ICD10:A06.5,"[""""""ICD10:A06.5""""""]",Amoebic lung abscessJ99.8,"['''Amoebic abscess of lung (and liver)''','''Amoebic lung abscessJ99.8''']"
ICD10:A06.6,"[""""""ICD10:A06.6""""""]",Amoebic brain abscessG07,"['''Amoebic abscess of brain (and liver)(and lung)''','''Amoebic brain abscessG07''']"
ICD10:A06.7,"[""""""ICD10:A06.7""""""]",Cutaneous amoebiasis,['''Cutaneous amoebiasis''']
ICD10:A06.8,"[""""""ICD10:A06.8""""""]",Amoebic infection of other sites,"['''Amoebic infection of other sites''','''Amoebic: balanitisN51.2''','''Amoebic: appendicitis''']"
ICD10:A06.9,"[""""""ICD10:A06.9""""""]","Amoebiasis, unspecified","['''Amoebiasis, unspecified''']"
ICD10:A07,"[""""""ICD10:A07""""""]",Other protozoal intestinal diseases,['''Other protozoal intestinal diseases''']
ICD10:A07.0,"[""""""ICD10:A07.0""""""]",Balantidiasis,"['''Balantidiasis''','''Balantidial dysentery''']"
ICD10:A07.1,"[""""""ICD10:A07.1""""""]",Giardiasis [lambliasis],['''Giardiasis [lambliasis]''']
ICD10:A07.2,"[""""""ICD10:A07.2""""""]",Cryptosporidiosis,['''Cryptosporidiosis''']
ICD10:A07.3,"[""""""ICD10:A07.3""""""]",Isosporiasis,"['''Intestinal coccidiosis''','''Infection due to Isospora belli and Isospora hominis''','''Isosporosis''','''Isosporiasis''']"
ICD10:A07.8,"[""""""ICD10:A07.8""""""]",Other specified protozoal intestinal diseases,"['''Intestinal trichomoniasis''','''Other specified protozoal intestinal diseases''','''Sarcocystosis''','''Sarcosporidiosis''']"
ICD10:A07.9,"[""""""ICD10:A07.9""""""]","Protozoal intestinal disease, unspecified","['''Protozoal: colitis''','''Protozoal: dysentery''','''Protozoal intestinal disease, unspecified''','''Protozoal: diarrhoea''','''Flagellate diarrhoea''']"
ICD10:A08,"[""""""ICD10:A08""""""]",Viral and other specified intestinal infections,"['''Viral and other specified intestinal infections''','''influenza with involvement of gastrointestinal tractJ09J10.8J11.8''']"
ICD10:A08.0,"[""""""ICD10:A08.0""""""]",Rotaviral enteritis,['''Rotaviral enteritis''']
ICD10:A08.1,"[""""""ICD10:A08.1""""""]",Acute gastroenteropathy due to Norwalk agent,"['''Acute gastroenteropathy due to Norwalk agent''','''Small round structured virus enteritis''']"
ICD10:A08.2,"[""""""ICD10:A08.2""""""]",Adenoviral enteritis,['''Adenoviral enteritis''']
ICD10:A08.3,"[""""""ICD10:A08.3""""""]",Other viral enteritis,['''Other viral enteritis''']
ICD10:A08.4,"[""""""ICD10:A08.4""""""]","Viral intestinal infection, unspecified","['''Viral: enteritis NOS''','''Viral: gastroenteropathy NOS''','''Viral: gastroenteritis NOS''','''Viral intestinal infection, unspecified''']"
ICD10:A08.5,"[""""""ICD10:A08.5""""""]",Other specified intestinal infections,['''Other specified intestinal infections''']
ICD10:A09,"[""""""ICD10:A09""""""]",Other gastroenteritis and colitis of infectious and unspecified origin,"['''due to bacterial, protozoal, viral and other specified infectious agentsA00-A08''','''noninfective (see noninfectious) diarrhoeaK52.9''','''Other gastroenteritis and colitis of infectious and unspecified origin''','''noninfective (see noninfectious) diarrhoea neonatalP78.3''']"
ICD10:A09.0,"[""""""ICD10:A09.0""""""]",Other and unspecified gastroenteritis and colitis of infectious origin,"['''Diarrhoea: acute haemorrhagic''','''Infectious or septic colitis haemorrhagic''','''Infectious diarrhoea NOS''','''Infectious or septic enteritis NOS''','''Infectious or septic gastroenteritis haemorrhagic''','''Diarrhoea: epidemic''']"
ICD10:A09.9,"[""""""ICD10:A09.9""""""]",Gastroenteritis and colitis of unspecified origin,"['''Neonatal diarrhoea NOS''','''Gastroenteritis and colitis of unspecified origin''']"
ICD10:A15,"[""""""ICD10:A15""""""]","Respiratory tuberculosis, bacteriologically and histologically confirmed","['''Respiratory tuberculosis, bacteriologically and histologically confirmed''']"
ICD10:A15.0,"[""""""ICD10:A15.0""""""]","Tuberculosis of lung, confirmed by sputum microscopy with or without culture","['''Tuberculous: bronchiectasis confirmed by sputum microscopy with or without culture''','''Tuberculous: pneumothorax confirmed by sputum microscopy with or without culture''','''Tuberculous: fibrosis of lung confirmed by sputum microscopy with or without culture''','''Tuberculosis of lung, confirmed by sputum microscopy with or without culture''','''Tuberculous: pneumonia confirmed by sputum microscopy with or without culture''']"
ICD10:A15.1,"[""""""ICD10:A15.1""""""]","Tuberculosis of lung, confirmed by culture only","['''Tuberculosis of lung, confirmed by culture only''','''Conditions listed in A15.0, confirmed by culture only''']"
ICD10:A15.2,"[""""""ICD10:A15.2""""""]","Tuberculosis of lung, confirmed histologically","['''Conditions listed in A15.0, confirmed histologically''','''Tuberculosis of lung, confirmed histologically''']"
ICD10:A15.3,"[""""""ICD10:A15.3""""""]","Tuberculosis of lung, confirmed by unspecified means","['''Conditions listed in A15.0, confirmed but unspecified whether bacteriologically or histologically''','''Tuberculosis of lung, confirmed by unspecified means''']"
ICD10:A15.4,"[""""""ICD10:A15.4""""""]","Tuberculosis of intrathoracic lymph nodes, confirmed bacteriologically and histologically","['''Tuberculosis of intrathoracic lymph nodes, confirmed bacteriologically and histologically''','''Tuberculosis of lymph nodes: hilar confirmed bacteriologically and histologically''','''specified as primaryA15.7''','''Tuberculosis of lymph nodes: mediastinal confirmed bacteriologically and histologically''','''Tuberculosis of lymph nodes: tracheobronchial confirmed bacteriologically and histologically''']"
ICD10:A15.5,"[""""""ICD10:A15.5""""""]","Tuberculosis of larynx, trachea and bronchus, confirmed bacteriologically and histologically","['''Tuberculosis of: glottis confirmed bacteriologically and histologically''','''Tuberculosis of larynx, trachea and bronchus, confirmed bacteriologically and histologically''','''Tuberculosis of: larynx confirmed bacteriologically and histologically''','''Tuberculosis of: bronchus confirmed bacteriologically and histologically''','''Tuberculosis of: trachea confirmed bacteriologically and histologically''']"
ICD10:A15.6,"[""""""ICD10:A15.6""""""]","Tuberculous pleurisy, confirmed bacteriologically and histologically","['''in primary respiratory tuberculosis, confirmed bacteriologically and histologicallyA15.7''','''Tuberculosis of pleura confirmed bacteriologically and histologically''','''Tuberculous pleurisy, confirmed bacteriologically and histologically''','''Tuberculous empyema confirmed bacteriologically and histologically''']"
ICD10:A15.7,"[""""""ICD10:A15.7""""""]","Primary respiratory tuberculosis, confirmed bacteriologically and histologically","['''Primary respiratory tuberculosis, confirmed bacteriologically and histologically''']"
ICD10:A15.8,"[""""""ICD10:A15.8""""""]","Other respiratory tuberculosis, confirmed bacteriologically and histologically","['''Tuberculosis of: nose confirmed bacteriologically and histologically''','''Tuberculosis of: sinus [any nasal] confirmed bacteriologically and histologically''','''Other respiratory tuberculosis, confirmed bacteriologically and histologically''','''Nasopharyngeal tuberculosis confirmed bacteriologically and histologically''','''Mediastinal tuberculosis confirmed bacteriologically and histologically''']"
ICD10:A15.9,"[""""""ICD10:A15.9""""""]","Respiratory tuberculosis unspecified, confirmed bacteriologically and histologically","['''Respiratory tuberculosis unspecified, confirmed bacteriologically and histologically''']"
ICD10:A16,"[""""""ICD10:A16""""""]","Respiratory tuberculosis, not confirmed bacteriologically or histologically","['''Respiratory tuberculosis, not confirmed bacteriologically or histologically''']"
ICD10:A16.0,"[""""""ICD10:A16.0""""""]","Tuberculosis of lung, bacteriologically and histologically negative","['''Tuberculous: pneumonia bacteriologically and histologically negative''','''Tuberculosis of lung, bacteriologically and histologically negative''','''Tuberculous: fibrosis of lung bacteriologically and histologically negative''','''Tuberculous: pneumothorax bacteriologically and histologically negative''','''Tuberculous: bronchiectasis bacteriologically and histologically negative''']"
ICD10:A16.1,"[""""""ICD10:A16.1""""""]","Tuberculosis of lung, bacteriological and histological examination not done","['''Tuberculosis of lung, bacteriological and histological examination not done''','''Conditions listed in A16.0, bacteriological and histological examination not done''']"
ICD10:A16.2,"[""""""ICD10:A16.2""""""]","Tuberculosis of lung, without mention of bacteriological or histological confirmation","['''Tuberculous: pneumothorax NOS (without mention of bacteriological or histological confirmation)''','''Tuberculosis of lung, without mention of bacteriological or histological confirmation''','''Tuberculous: pneumonia NOS (without mention of bacteriological or histological confirmation)''','''Tuberculosis of lung NOS (without mention of bacteriological or histological confirmation)''','''Tuberculous: bronchiectasis NOS (without mention of bacteriological or histological confirmation)''','''Tuberculous: fibrosis of lung NOS (without mention of bacteriological or histological confirmation)''']"
ICD10:A16.3,"[""""""ICD10:A16.3""""""]","Tuberculosis of intrathoracic lymph nodes, without mention of bacteriological or histological confirmation","['''Tuberculosis of lymph nodes: tracheobronchial NOS (without mention of bacteriological or histological confirmation)''','''Tuberculosis of lymph nodes: mediastinal NOS (without mention of bacteriological or histological confirmation)''','''Tuberculosis of intrathoracic lymph nodes, without mention of bacteriological or histological confirmation''','''Tuberculosis of lymph nodes: intrathoracic NOS (without mention of bacteriological or histological confirmation)''','''Tuberculosis of lymph nodes: hilar NOS (without mention of bacteriological or histological confirmation)''','''when specified as primaryA16.7''']"
ICD10:A16.4,"[""""""ICD10:A16.4""""""]","Tuberculosis of larynx, trachea and bronchus, without mention of bacteriological or histological confirmation","['''Tuberculosis of: larynx NOS (without mention of bacteriological or histological confirmation)''','''Tuberculosis of: glottis NOS (without mention of bacteriological or histological confirmation)''','''Tuberculosis of: bronchus NOS (without mention of bacteriological or histological confirmation)''','''Tuberculosis of: trachea NOS (without mention of bacteriological or histological confirmation)''','''Tuberculosis of larynx, trachea and bronchus, without mention of bacteriological or histological confirmation''']"
ICD10:A16.5,"[""""""ICD10:A16.5""""""]","Tuberculous pleurisy, without mention of bacteriological or histological confirmation","['''Tuberculous: empyema NOS (without mention of bacteriological or histological confirmation)''','''Tuberculous: pleurisy NOS (without mention of bacteriological or histological confirmation)''','''Tuberculosis of pleura NOS (without mention of bacteriological or histological confirmation)''','''in primary respiratory tuberculosisA16.7''','''Tuberculous pleurisy, without mention of bacteriological or histological confirmation''']"
ICD10:A16.7,"[""""""ICD10:A16.7""""""]",Primary respiratory tuberculosis without mention of bacteriological or histological confirmation,"['''Primary: respiratory tuberculosis NOS''','''Primary: tuberculous complex''','''Primary respiratory tuberculosis without mention of bacteriological or histological confirmation''']"
ICD10:A16.8,"[""""""ICD10:A16.8""""""]","Other respiratory tuberculosis, without mention of bacteriological or histological confirmation","['''Nasopharyngeal tuberculosis NOS (without mention of bacteriological or histological confirmation)''','''Other respiratory tuberculosis, without mention of bacteriological or histological confirmation''','''Tuberculosis of: sinus [any nasal] NOS (without mention of bacteriological or histological confirmation)''','''Tuberculosis of: nose NOS (without mention of bacteriological or histological confirmation)''','''Mediastinal tuberculosis NOS (without mention of bacteriological or histological confirmation)''']"
ICD10:A16.9,"[""""""ICD10:A16.9""""""]","Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation","['''Tuberculosis NOS''','''Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation''','''Respiratory tuberculosis NOS''']"
ICD10:A17,"[""""""ICD10:A17""""""]",Tuberculosis of nervous system,['''Tuberculosis of nervous system''']
ICD10:A17.0,"[""""""ICD10:A17.0""""""]",Tuberculous meningitisG01,"['''Tuberculosis of meninges (cerebral)(spinal)''','''Tuberculous leptomeningitis''','''Tuberculous meningitisG01''']"
ICD10:A17.1,"[""""""ICD10:A17.1""""""]",Meningeal tuberculomaG07,"['''Tuberculoma of meninges''','''Meningeal tuberculomaG07''']"
ICD10:A17.8,"[""""""ICD10:A17.8""""""]",Other tuberculosis of nervous system,"['''Other tuberculosis of nervous system''','''Tuberculous: meningoencephalitisG05.0''','''Tuberculous: myelitisG05.0''','''Tuberculous: abscess of brainG07''','''Tuberculoma of spinal cordG07''','''Tuberculoma of brainG07''']"
ICD10:A17.9,"[""""""ICD10:A17.9""""""]","Tuberculosis of nervous system, unspecifiedG99.8","['''Tuberculosis of nervous system, unspecifiedG99.8''']"
ICD10:A18,"[""""""ICD10:A18""""""]",Tuberculosis of other organs,['''Tuberculosis of other organs''']
ICD10:A18.0,"[""""""ICD10:A18.0""""""]",Tuberculosis of bones and joints,"['''Tuberculosis of: kneeM01.1''','''Tuberculous: mastoiditisH75.0''','''Tuberculous: arthritisM01.1''','''Tuberculous: synovitisM68.0''','''Tuberculous: osteomyelitisM90.0''','''Tuberculous: osteitisM90.0''']"
ICD10:A18.1,"[""""""ICD10:A18.1""""""]",Tuberculosis of genitourinary system,"['''Tuberculosis of: ureterN29.1''','''Tuberculosis of: male genital organsN51.-''','''Tuberculous female pelvic inflammatory diseaseN74.1''','''Tuberculosis of genitourinary system''','''Tuberculosis of: cervixN74.0''','''Tuberculosis of: kidneyN29.1''']"
ICD10:A18.2,"[""""""ICD10:A18.2""""""]",Tuberculous peripheral lymphadenopathy,"['''tuberculous tracheobronchial adenopathyA15.4A16.3''','''Tuberculous peripheral lymphadenopathy''','''Tuberculous adenitis''','''tuberculosis of lymph nodes: mesenteric and retroperitonealA18.3''','''tuberculosis of lymph nodes: intrathoracicA15.4A16.3''']"
ICD10:A18.3,"[""""""ICD10:A18.3""""""]","Tuberculosis of intestines, peritoneum and mesenteric glands","['''Tuberculosis (of): intestine (large)(small)K93.0''','''Tuberculosis of intestines, peritoneum and mesenteric glands''','''Tuberculous: ascites''','''Tuberculosis (of): retroperitoneal (lymph nodes)''','''Tuberculous: peritonitisK67.3''','''Tuberculous: enteritisK93.0''']"
ICD10:A18.4,"[""""""ICD10:A18.4""""""]",Tuberculosis of skin and subcutaneous tissue,"['''Scrofuloderma''','''Lupus: vulgaris: NOS''','''Erythema induratum, tuberculous''','''Tuberculosis of skin and subcutaneous tissue''','''lupus erythematosus systemicM32.-''','''Lupus: exedens''','''Lupus: vulgaris: of eyelidH03.1''']"
ICD10:A18.5,"[""""""ICD10:A18.5""""""]",Tuberculosis of eye,"['''Tuberculosis of eye''','''Tuberculous: episcleritisH19.0''','''Tuberculous: keratoconjunctivitis (interstitial)(phlyctenular)H19.2''','''Tuberculous: interstitial keratitisH19.2''','''lupus vulgaris of eyelidA18.4''','''Tuberculous: iridocyclitisH22.0''','''Tuberculous: chorioretinitisH32.0''']"
ICD10:A18.6,"[""""""ICD10:A18.6""""""]",Tuberculosis of ear,"['''Tuberculous otitis mediaH67.0''','''Tuberculosis of ear''','''tuberculous mastoiditisA18.0''']"
ICD10:A18.7,"[""""""ICD10:A18.7""""""]",Tuberculosis of adrenal glandsE35.1,"['''Addison disease, tuberculous''','''Tuberculosis of adrenal glandsE35.1''']"
ICD10:A18.8,"[""""""ICD10:A18.8""""""]",Tuberculosis of other specified organs,"['''Tuberculosis of: oesophagusK23.0''','''Tuberculosis of: endocardiumI39.8''','''Tuberculosis of: pericardiumI32.0''','''Tuberculosis of other specified organs''','''Tuberculous cerebral arteritisI68.1''','''Tuberculosis of: myocardiumI41.0''']"
ICD10:A19,"[""""""ICD10:A19""""""]",Miliary tuberculosis,"['''Miliary tuberculosis''','''tuberculous polyserositis''','''tuberculosis: generalized''','''tuberculosis: disseminated''']"
ICD10:A19.0,"[""""""ICD10:A19.0""""""]",Acute miliary tuberculosis of a single specified site,['''Acute miliary tuberculosis of a single specified site''']
ICD10:A19.1,"[""""""ICD10:A19.1""""""]",Acute miliary tuberculosis of multiple sites,['''Acute miliary tuberculosis of multiple sites''']
ICD10:A19.2,"[""""""ICD10:A19.2""""""]","Acute miliary tuberculosis, unspecified","['''Acute miliary tuberculosis, unspecified''']"
ICD10:A19.8,"[""""""ICD10:A19.8""""""]",Other miliary tuberculosis,['''Other miliary tuberculosis''']
ICD10:A19.9,"[""""""ICD10:A19.9""""""]","Miliary tuberculosis, unspecified","['''Miliary tuberculosis, unspecified''']"
ICD10:A20,"[""""""ICD10:A20""""""]",Plague,"['''infection due to Yersinia pestis''','''Plague''']"
ICD10:A20.0,"[""""""ICD10:A20.0""""""]",Bubonic plague,['''Bubonic plague''']
ICD10:A20.1,"[""""""ICD10:A20.1""""""]",Cellulocutaneous plague,['''Cellulocutaneous plague''']
ICD10:A20.2,"[""""""ICD10:A20.2""""""]",Pneumonic plague,['''Pneumonic plague''']
ICD10:A20.3,"[""""""ICD10:A20.3""""""]",Plague meningitis,['''Plague meningitis''']
ICD10:A20.7,"[""""""ICD10:A20.7""""""]",Septicaemic plague,['''Septicaemic plague''']
ICD10:A20.8,"[""""""ICD10:A20.8""""""]",Other forms of plague,"['''Pestis minor''','''Asymptomatic plague''','''Abortive plague''','''Other forms of plague''']"
ICD10:A20.9,"[""""""ICD10:A20.9""""""]","Plague, unspecified","['''Plague, unspecified''']"
ICD10:A21,"[""""""ICD10:A21""""""]",Tularaemia,"['''Tularaemia''','''rabbit fever''','''deer-fly fever''','''infection due to Francisella tularensis''']"
ICD10:A21.0,"[""""""ICD10:A21.0""""""]",Ulceroglandular tularaemia,['''Ulceroglandular tularaemia''']
ICD10:A21.1,"[""""""ICD10:A21.1""""""]",Oculoglandular tularaemia,"['''Oculoglandular tularaemia''','''Ophthalmic tularaemia''']"
ICD10:A21.2,"[""""""ICD10:A21.2""""""]",Pulmonary tularaemia,['''Pulmonary tularaemia''']
ICD10:A21.3,"[""""""ICD10:A21.3""""""]",Gastrointestinal tularaemia,"['''Abdominal tularaemia''','''Gastrointestinal tularaemia''']"
ICD10:A21.7,"[""""""ICD10:A21.7""""""]",Generalized tularaemia,['''Generalized tularaemia''']
ICD10:A21.8,"[""""""ICD10:A21.8""""""]",Other forms of tularaemia,['''Other forms of tularaemia''']
ICD10:A21.9,"[""""""ICD10:A21.9""""""]","Tularaemia, unspecified","['''Tularaemia, unspecified''']"
ICD10:A22,"[""""""ICD10:A22""""""]",Anthrax,"['''infection due to Bacillus anthracis''','''Anthrax''']"
ICD10:A22.0,"[""""""ICD10:A22.0""""""]",Cutaneous anthrax,"['''Cutaneous anthrax''','''Malignant: pustule''','''Malignant: carbuncle''']"
ICD10:A22.1,"[""""""ICD10:A22.1""""""]",Pulmonary anthrax,"['''Ragpicker disease''','''Woolsorter disease''','''Inhalation anthrax''','''Pulmonary anthrax''']"
ICD10:A22.2,"[""""""ICD10:A22.2""""""]",Gastrointestinal anthrax,['''Gastrointestinal anthrax''']
ICD10:A22.7,"[""""""ICD10:A22.7""""""]",Anthrax sepsis,['''Anthrax sepsis''']
ICD10:A22.8,"[""""""ICD10:A22.8""""""]",Other forms of anthrax,"['''Other forms of anthrax''','''Anthrax meningitisG01''']"
ICD10:A22.9,"[""""""ICD10:A22.9""""""]","Anthrax, unspecified","['''Anthrax, unspecified''']"
ICD10:A23,"[""""""ICD10:A23""""""]",Brucellosis,"['''Brucellosis''','''fever: Malta''','''fever: undulant''','''fever: Mediterranean''']"
ICD10:A23.0,"[""""""ICD10:A23.0""""""]",Brucellosis due to Brucella melitensis,['''Brucellosis due to Brucella melitensis''']
ICD10:A23.1,"[""""""ICD10:A23.1""""""]",Brucellosis due to Brucella abortus,['''Brucellosis due to Brucella abortus''']
ICD10:A23.2,"[""""""ICD10:A23.2""""""]",Brucellosis due to Brucella suis,['''Brucellosis due to Brucella suis''']
ICD10:A23.3,"[""""""ICD10:A23.3""""""]",Brucellosis due to Brucella canis,['''Brucellosis due to Brucella canis''']
ICD10:A23.8,"[""""""ICD10:A23.8""""""]",Other brucellosis,['''Other brucellosis''']
ICD10:A23.9,"[""""""ICD10:A23.9""""""]","Brucellosis, unspecified","['''Brucellosis, unspecified''']"
ICD10:A24,"[""""""ICD10:A24""""""]",Glanders and melioidosis,['''Glanders and melioidosis''']
ICD10:A24.0,"[""""""ICD10:A24.0""""""]",Glanders,"['''Glanders''','''Malleus''','''Infection due to Burkholderia mallei''','''Infection due to Pseudomonas mallei''']"
ICD10:A24.1,"[""""""ICD10:A24.1""""""]",Acute and fulminating melioidosis,"['''Melioidosis: pneumonia''','''Acute and fulminating melioidosis''','''Melioidosis: sepsis''']"
ICD10:A24.2,"[""""""ICD10:A24.2""""""]",Subacute and chronic melioidosis,['''Subacute and chronic melioidosis''']
ICD10:A24.3,"[""""""ICD10:A24.3""""""]",Other melioidosis,['''Other melioidosis''']
ICD10:A24.4,"[""""""ICD10:A24.4""""""]","Melioidosis, unspecified","['''Whitmore disease''','''Melioidosis, unspecified''','''Infection due to Burkholderia pseudomallei NOS''','''Infection due to Pseudomonas pseudomallei NOS''']"
ICD10:A25,"[""""""ICD10:A25""""""]",Rat-bite fevers,['''Rat-bite fevers''']
ICD10:A25.0,"[""""""ICD10:A25.0""""""]",Spirillosis,"['''Sodoku''','''Spirillosis''']"
