List,Syns
"[5, 3]","[['Internuclear ophthalmoplegia'], ['Total ophthalmoplegia', 'oculomotor paralysis', 'ophthalmoplegia'], ['Internuclear ophthalmoplegia'], ['ocular motility disease', 'disorder of eye movements', 'eye movement disorder'], ['internuclear ophthalmoplegia'], [""Brown's (tendon) sheath syndrome"", ""Brown's tendon sheath syndrome"", ""Brown's sheath syndrome"", 'Brown tendon sheath syndrome']]"
[1],"[['monocular esotropia'], ['Auditory Pathways'], ['crossed eyes', 'Convergence in manifest squint', 'esotropia', 'Internal Strabismus'], ['Monocular esotropia']]"
"[1, 0]","[['Rubulavirus infectious disease', 'obsolete Mumps virus infectious disease'], ['Mumps polyneuropathy']]"
"[1, 0]","[['chronic lymphocytic leukemia', 'CLL', 'B-cell chronic lymphocytic leukemia', 'B-cell chronic lymphoid leukemia', 'chronic lymphatic leukemia'], [""Richter's syndrome"", 'Richter syndrome']]"
[2],"[['Other polyneuropathies'], ['critical illness polyneuropathy'], ['Meningoencephalitis', 'meningoencephalitis'], ['neuropathy', 'peripheral neuropathy'], ['polyneuropathy']]"
"[1, 0]","[['Glucose: malabsorption', 'glucose intolerance', 'Malabsorption of glucose', 'Glucose: intolerance'], ['prediabetes syndrome', 'prediabetic state', 'Prediabetes']]"
[1],"[['l-methylfolate'], ['Lepromatous leprosy', 'lepromatous leprosy', 'type L leprosy'], ['l-methylfolate']]"
"[2, 1, 0]","[['Glycoproteins', 'Neoglycoproteins', 'Glycoprotein'], ['basal ganglia cerebrovascular disease'], ['Anesthesia, Spinal']]"
[3],"[['anti-glomerular basement membrane disease', 'anti-GBM disease', 'Goodpasture syndrome'], ['Allergic purpura', 'Henoch-Sch?nlein purpura', 'Henoch-Sch@nlein purpura', 'Henoch-Schoenlein purpura', 'Autoimmune purpura'], ['IgA glomerulonephritis', ""Berger's IgA or IgG nephropathy"", 'Focal Glomerulonephritis', 'IGA glomerulonephritis', 'IgA nephropathy'], ['hypersensitivity vasculitis']]"
[2],"[['Methacyclin', 'methacycline', 'Metacycline'], ['Methacyclin', 'methacycline', 'Metacycline'], ['brain compression']]"
"[1, 0]","[['Cauda equina syndrome'], ['polyradiculopathy', 'Polyradiculopathy']]"
[3],"[['Myxedema'], ['myxedema'], ['Myxedema'], ['Thyroid deficiency', 'Thyroid insufficiency', 'hypothyroidism']]"
[3],"[['localisation-related epilepsy', 'focal epilepsy', 'partial epilepsy'], ['reflex epilepsy', 'epilepsy, sensory-induced'], ['epilepsy, focal motor', 'Focal motor seizure', 'partial motor epilepsy'], ['Tetrahymena thermophila'], ['Thiazolidinediones', 'Glitazones'], ['visual epilepsy', 'epilepsy, visual']]"
[1],"[['Diverticulum of appendix'], ['beta thalassemia'], ['Diverticulum of appendix'], ['Bufo arenarum', 'Toad, Argentine']]"
"[1, 0]","[['delusional disorder'], ['Paranoid type schizophrenia', 'chronic paranoid schizophrenia', 'Paraphrenia - late', 'paranoid schizophrenia', 'Paraphrenic schizophrenia']]"
[0],"[['cancer', 'malignant neoplasm', 'malignant tumor', 'primary cancer'], ['Tinea Pedis', ""Athlete's Foot""], [""Athlete's foot"", 'tinea pedis', 'Dermatophytosis of foot', 'ringworm of foot']]"
[2],"[['Facial weakness', 'facial weakness following cerebrovascular disease', 'Facial droop', ""Bell's palsy""], ['Facial Palsy', 'facial paralysis'], ['geniculate ganglionitis'], ['Facial palsy', ""Bell's palsy""], ['Bell palsy', ""Bell's palsy"", ""Bell's (facial) palsy""], ['facial nerve disease']]"
"[1, 0]","[['macular holes', 'Macular hole'], ['Retinal dialysis', 'Retinal break', 'Retinal tear', 'retinal perforation']]"
"[1, 0]","[['quadriplegia', 'tetraplegia'], ['Locked in syndrome', 'Locked-in state', 'locked-in syndrome']]"
"[1, 0]","[['Patient Web Portals', 'Patient Portal', 'Patient Internet Portals', 'Patient Portals', 'Patient Web Portal'], ['intracranial vasospasm']]"
[1],"[['Duplication of intestine'], ['tuberculosis of intestine', 'intestinal tuberculosis'], ['Duplication of intestine']]"
"[1, 0]","[['leukoplakia of penis', 'Penile Leukoplakia', 'Kraurosis of penis'], ['Penile Lichen Sclerosus', 'balanitis xerotica obliterans']]"
[3],"[['Duodenal Obstruction'], ['duodenal obstruction'], ['Duodenal Obstruction'], ['chronic duodenal ileus']]"
[2],"[['Sarcocystosis', 'Sarcosporidiosis'], ['sarcocystosis', 'Sarcosporidiosis'], ['protozoal dysentery']]"
[2],"[['Mushroom-worker lung'], [""mushroom workers' lung""], [""farmer's lung"", 'Farmers lung', 'farmer lung']]"
[0],"[['optic nerve disorder', 'disorder of the second nerve', 'optic neuropathy', 'optic nerve disease'], ['Foster-Kennedy syndrome'], ['Foster-Kennedy syndrome']]"
"[1, 0]","[['cherubism'], ['bone spur', 'exostosis', 'bony outgrowth', 'osteophyte', 'orbital exostosis']]"
"[1, 0]","[['Chorioepithelioma', 'choriocarcinoma'], ['neoplasm of placenta', 'placenta cancer', 'malignant Placental tumor', 'malignant neoplasm of placenta', 'Placental tumors']]"
"[1, 0]","[['communication disorder'], ['language disorder']]"
[5],"[['Acute maxillary sinusitis', 'Acute antritis'], ['Maxillary Osteotomy'], ['Maxillary Neoplasms'], ['acute antritis', 'acute maxillary sinusitis'], ['Acute maxillary sinusitis', 'Acute antritis'], ['Tracheal Neoplasms']]"
[1],"[['Abnormalities, Multiple', 'Multiple Abnormalities'], ['dehydration polycythemia'], ['Stomatitis, Denture'], ['Multiple congenital anomalies NOS', 'Abnormalities, Multiple', 'Multiple Abnormalities', 'Multiple congenital malformations'], ['Denture stomatitis']]"
[0],"[['Columbine', 'Aquilegia'], ['Cystadenocarcinoma'], ['cystadenocarcinoma'], ['Cystadenocarcinoma, NOS', 'Cystadenocarcinomas', 'Cystadenocarcinoma']]"
"[1, 0]","[['Manic Bipolar Affective disorder', 'Depressive-manic psych.', 'bipolar disorder', 'bipolar depression', 'Manic bipolar I disorder', 'Manic Depressive disorder'], ['Sheltered Workshops']]"
[1],"[['Infective myositis, unspecified site'], ['granulomatous myositis'], ['Other myositis, other site'], ['Infective myositis, unspecified site']]"
[0],"[['Oxepenes', 'Oxepene', 'Oxepins', 'Oxepin'], ['lactic acidosis'], ['Lactic Acidosis', 'Acidosis, Lactic'], ['Lactic Acidosis', 'Acidosis, Lactic']]"
"[1, 0]","[['osteosclerotic myeloma'], ['Solitary plasmacytoma of bone', 'Isolated osseous plasmacytoma', 'solitary osseous plasmacytoma']]"
"[1, 0]","[['Mature teratoma of mediastinum', 'obsolete mediastinum mature teratoma'], ['obsolete childhood intracranial neoplasm']]"
"[1, 0]","[['testis rhabdomyosarcoma', 'Rhabdomyosarcoma of testis'], ['Tensile Strength']]"
[0],"[['dermatosis papulosa nigra', 'Dermatosis papulosa nigra'], ['Other seborrheic dermatitis'], ['seborrheic keratosis']]"
[1],"[['Carcinoma, Verrucous'], ['Terahertz Imaging'], ['Carcinoma, Mucoepidermoid'], ['myoepithelial carcinoma'], ['cholangiolocellular carcinoma']]"
"[1, 0]","[['Volar Plate, Thumb', 'Volar Plate, Finger', 'Palmar Plate', 'Metacarpophalangeal Volar Plate', 'Volar Plate, Metacarpophalangeal'], ['Glomeruloid hemangioma', 'glomeruloid hemangioma']]"
"[1, 0]","[['cervical adenomyoma'], ['cervical incompetence']]"
"[1, 0]","[['cellular leiomyoma'], ['Benign essential microscopic hematuria']]"
[2],"[['Infections of the genital tract in pregnancy'], ['Infections of the genital tract in pregnancy'], ['obsolete central nervous system AIDS arteritis']]"
"[1, 0]","[['Papillary Syringadenoma', 'syringocystadenoma papilliferum', 'Papillary syringadenoma', 'Syringocystadenoma papilliferum'], ['papillary hidradenoma']]"
[2],"[['vulvar liposarcoma'], ['Inflammatory liposarcoma', 'inflammatory liposarcoma'], ['atypical lipomatous tumor'], ['sclerosing liposarcoma']]"
"[1, 0]","[['Angiokeratoma circumscriptum', 'angiokeratoma circumscriptum'], ['Oculoglandular listeriosis']]"
[1],"[['Loss of Heterozygosity', 'Heterozygosity, Loss of', 'Allelic Loss'], ['pancreatic foamy gland adenocarcinoma'], ['Loss of Heterozygosity', 'LOH', 'Allelic Loss', 'Heterozygosity Loss', 'Heterozygosity, Loss of', 'Allelic Losses']]"
"[1, 0]","[['labyrinthine hydrops', 'endolymphatic hydrops'], ['Otogenic vertigo', ""Meniere's disease"", 'Meniere disease', ""Mnire's vertigo""]]"
"[1, 0]","[['chronic canaliculitis'], ['Other otitis externa', 'Chronic otitis externa NOS']]"
[1],"[['Aneurysm of aorta in diseases classified elsewhere', 'syphilitic aneurysm'], ['Other injury of abdominal aorta'], ['Syphilitic aneurysm of aorta'], ['aortic ectasia', 'Aortic aneurysm and dissection', 'traumatic aortic aneurysm']]"
"[1, 0]","[['Trichomonal prostatitis'], ['Granulomatous prostatitis']]"
[1],"[['Pulmonary cryptococcosis'], ['Pulmonary tularaemia'], ['Pulmonary cryptococcosis']]"
[2],"[['Major histocompatibility complex class II deficiency'], ['Major histocompatibility complex class II deficiency'], ['Extrapyramidal Tracts']]"
[0],"[['Ketosteroids', 'Oxosteroids'], ['Manganese deficiency'], ['Manganese deficiency']]"
[2],"[['Binge eating disorder'], ['Binge eating disorder'], ['Bulimia Nervosa'], ['Binge-Eating Disorder']]"
[2],"[['Angular blepharoconjunctivitis, left eye'], ['Contact blepharoconjunctivitis, left eye'], ['Retrolental fibroplasia, left eye']]"
"[1, 0]","[['Pingueculitis, left eye'], ['Corrosion of third degree of left axilla']]"
[2],"[['Staphyloma posticum, left eye'], ['Corneal staphyloma, left eye'], ['Regular astigmatism, left eye']]"
"[1, 0]","[['Choroidal rupture, right eye'], ['Punctate keratitis, right eye']]"
[1],"[['Iridodialysis, left eye'], ['Minor opacity of cornea, left eye'], ['Other vitreous opacities, left eye']]"
"[1, 0]","[['Unionidae', 'Mussels, Native', 'Unionids'], ['traumatic hyphema', 'Hyphema']]"
[1],"[['Puckering of macula'], ['Mandibular Prosthesis'], ['Puckering of macula, right eye']]"
[1],"[['Secondary amenorrhoea'], ['Opportunistic mycoses'], ['Secondary pigmentary degeneration, bilateral'], ['Primary amenorrhoea'], ['Dysautonomia', 'Primary Dysautonomias']]"
[2],"[['Acquired deformity of pinna, bilateral'], ['Flexion deformity'], ['Other specified arthritis, left knee'], ['Flexion deformity'], ['Flexion deformity, left knee'], ['Flexion deformity, left elbow'], ['Flexion deformity, right wrist'], ['Flexion deformity, left wrist']]"
"[1, 0]","[['Other specified disorders of left ear'], ['Impacted cerumen, left ear']]"
"[1, 0]","[['Contusion of left ear'], ['Presbycusis, left ear']]"
[2],"[['Alveolitis due to Aspergillus clavatus', 'Maltworker lung'], ['Alveolitis due to Aspergillus clavatus', ""Maltworker's lung""], ['Anesthesia, Intravenous']]"
"[4, 2]","[['Hernia, Ventral', 'Ventral Hernia', 'Unspecified ventral hernia NOS', 'Ventral hernia NOS', 'Hernia of anterior abdominal wall', 'Ventral Hernias', 'Hernias, Abdominal', 'Ventral hernia', 'Abdominal Hernia', 'Hernia, Abdominal', 'Hernias, Ventral', 'Abdominal Hernias'], ['Hernia, Ventral', 'Ventral Hernia'], ['Time-to-Pregnancy'], ['Ventral hernia'], ['Air Microbiology', 'Microbiology, Air'], ['Ventral hernia']]"
"[1, 0]","[['Carbuncle of right foot'], ['Metatarsalgia, right foot']]"
[3],"[['Systemic sclerosis [scleroderma]', 'circumscribed scleroderma', 'neonatal scleroderma'], ['Localized scleroderma [morphea]', 'Circumscribed scleroderma'], ['Localized scleroderma [morphea]', 'Circumscribed scleroderma'], ['Other specified conditions of integument specific to newborn']]"
"[1, 0]","[['Ganglion, left hand'], ['Post-traumatic osteoarthritis, left hand']]"
[3],"[['Boutonnière deformity'], ['Hand Deformities'], ['Hand Deformities', 'Deformity of hand', 'Deformity, Hand', 'Hand Deformity', 'Deformities, Hand'], ['hepatic cytolysis']]"
[0],"[['Boutonnière deformity of right finger(s)'], ['Superficial frostbite of right finger(s)'], ['Other secondary osteonecrosis, right finger(s)'], ['Other osteonecrosis, right finger(s)']]"
"[1, 0]","[['Other osteonecrosis, left hand'], ['Contracture, left hand']]"
"[1, 0]","[['Atropines', 'Atropine Derivatives'], ['Effusion, shoulder']]"
"[1, 0]","[['Corrosion of oesophagus'], ['Mandibular hyperplasia']]"
[0],"[['Diastasis of muscle', 'diastasis recti complicating pregnancy, labor and delivery', 'Separation of muscle (nontraumatic)'], ['Other specified obstetric trauma'], ['Other specified obstetric trauma'], ['Other specified obstetric trauma']]"
[1],"[['Obstetric Labor', 'Labor, Obstetric'], ['beta-Cyclodextrins'], ['Carbon Footprint'], ['Premature Obstetric Labor', 'Preterm Labor', 'Premature Labor', 'Labor, Premature', 'Obstetric Labor, Premature'], ['Other obstetric trauma']]"
[0],"[['Attention to tracheostomy'], ['Cervical spina bifida with hydrocephalus'], ['Cervical spina bifida with hydrocephalus']]"
[2],"[['Webbed toes, unspecified foot'], ['Unspecified fracture of foot and toe'], ['Radioimmunosorbent Test'], ['Fused toes, unspecified foot']]"
[2],"[['Short rib syndrome', 'Asphyxiating thoracic dysplasia [Jeune]'], ['Asphyxiating thoracic dysplasia [Jeune]', 'Short rib syndrome'], ['Congenital malformation of ribs NOSCongenital absence of rib', 'Congenital absence of rib', 'Congenital fusion of ribs', 'Other congenital malformations of ribs']]"
"[1, 0]","[['Visuospatial deficit'], ['Left-sided neglect', 'Hemi-inattention', 'Neurologic neglect syndrome', 'Neurologic neglect syndromeHemi-inattention']]"
"[3, 2]","[['velaglucerase alfa'], ['velaglucerase alfa'], ['Forssman Antigen'], ['Abnormal echoencephalogram']]"
"[1, 0]","[['Teaching Materials'], ['Other superficial injuries of upper arm']]"
"[1, 0]","[['Fall (on)(from) escalator'], ['Fall from heelies']]"
"[1, 0]","[['Other fall on same level'], ['Fall from dock']]"
"[1, 0]","[['Macrophage Activation'], ['Activity, wrestling']]"
"[1, 0]","[['Activity, pilates'], ['Rural Hospitals', 'Hospitals, Rural']]"
[2],"[['Resistance to vancomycin'], ['Vancomycin Resistance'], ['Methicillin Resistance', 'Methicillin-Resistant'], ['Resistance to vancomycin']]"
"[1, 0]","[['Hyphaema', 'traumatic hyphaemaS05.1'], ['Genetic Enhancement', 'Enhancement, Genetic', 'Genetic Enhancements', 'Enhancements, Genetic']]"
"[2, 1, 0]","[['Physical Fitness'], ['Cardiorespiratory Fitness'], ['gestational oedemaO12.0O12.2', 'Excessive weight gain in pregnancy']]"
"[1, 0]","[['Physical violence'], ['Cardiorespiratory failure', 'Respiratory arrest']]"
"[1, 0]","[['Serratia liquefaciens'], ['Generalized oedema']]"
"[1, 0]","[['Hair transplant'], ['Hair Follicle']]"
"[2, 1, 0]","[['Psychological Adjustment', 'Emotional Adaptation', 'Emotional Adjustment'], ['Nursing, Rehabilitation', 'Rehabilitation Nursing'], ['History of Nursing', 'Nursing, History']]"
"[1, 0]","[['Ehrlichia chaffeensis'], ['Multi-Tasking Behavior', 'Multitasking Behavior']]"
"[1, 0]","[['Adolescent Behavior', 'Behavior, Adolescent'], ['Impulsivity', 'Impulsive Behavior']]"
[1],"[['Anesthesia, Dental', 'Dental Anesthesia'], ['Papillae, Dental', 'Dental Papillae', 'Dental Papilla', 'Papilla, Dental'], ['Dental Amalgam', 'Dental Amalgams', 'Amalgam, Dental', 'Amalgams, Dental']]"
"[1, 0]","[['Toxoplasmosis, Animal'], ['Animal Communication']]"
"[1, 0]","[['Thiamin Triphosphate', 'Thiamine Triphosphate'], ['Antibiotics, Antitubercular']]"
"[1, 0]","[['Cathepsin L'], ['L-Arabinose', 'Arabinose']]"
"[5, 4, 1]","[['Clostridium difficile'], ['Toilet Training'], ['Clostridium cellulovorans'], ['Clostridium histolyticum'], ['Aspergillus flavus'], ['Nipah Virus']]"
[1],"[['Viral Genome', 'Genome, Viral'], ['Biophysics', 'Mechanobiology'], ['Virus Particle', 'Viral Particle', 'Virion', 'Viral Particles'], ['Genome, Archaeal']]"
"[1, 0]","[['Reinforcement Schedule'], ['Blood Grouping and Crossmatching', 'Blood Typing', 'Blood Grouping', 'Crossmatching, Blood']]"
"[1, 0]","[['HIV Seroprevalence'], ['Boric Acids']]"
"[1, 0]","[['Bronchial Neoplasms', 'Neoplasms, Bronchial'], ['Thoracic Neoplasms']]"
"[1, 0]","[['Temporal Muscle'], ['Bony Callus', 'Callus']]"
[2],"[['Costs, Hospital', 'Hospital Costs', 'Cost, Hospital'], ['Formulary, Hospital', 'Hospital Formulary', 'Formularies, Hospital', 'Hospital Formularies'], ['Centrifugation, Zonal']]"
"[1, 0]","[['Uveal Neoplasms'], ['Chlorohydrins', 'Chlorhydrins']]"
"[1, 0]","[['Mossy foot disease'], ['Chromoblastomycosis', 'Chromomycosis', 'Dermatitis Verrucosa']]"
[1],"[['Contact Inhibition', 'Inhibition, Contact'], ['Scoparia dulcis', 'Scoparia'], ['Military Psychology', 'Psychology, Military'], ['Inhibition', 'Inhibition (Psychology)']]"
[0],"[['Hospitals, Community', 'Community Hospital'], ['Cross Infection', 'Infections, Nosocomial', 'Infection, Cross', 'Nosocomial Infections', 'Infections, Hospital', 'Health Care Associated Infections', 'Health Care Associated Infection', 'Hospital Infections', 'Healthcare Associated Infections'], ['Cross Infection', 'Infections, Nosocomial', 'Infection, Cross', 'Infection, Hospital', 'Nosocomial Infections', 'Infections, Hospital', 'Cross Infections', 'Infections, Cross', 'Hospital Infection', 'Infection, Nosocomial', 'Hospital Infections', 'Nosocomial Infection', 'Cross infection']]"
"[1, 0]","[['Materia Alba', 'Dental Deposits', 'Deposit, Dental', 'Dental Deposit', 'Deposits, Dental'], ['Accretions on teeth NOS']]"
"[1, 0]","[['Abnormal tooth spacing NOS'], ['Diastemata', 'Diastema']]"
"[1, 0]","[['Prevotella ruminicola'], ['Displacement (Psychology)', 'Displacement']]"
"[2, 1, 0]","[['Economics, Nursing', 'Nursing Economics'], ['Nurses, Male'], ['Travel Nursing']]"
"[1, 0]","[['Evolution, Planetary', 'Planetary Evolution'], ['Biological Evolution']]"
"[1, 0]","[['Exocrine Glands'], ['Salivary Glands']]"
"[1, 0]","[['Macrosomia, Fetal', 'Fetal Macrosomia'], ['Transcription Initiation Site', 'Transcription Start Site']]"
[1],"[['Food Microbiology', 'Microbiology, Food'], ['Food and Beverages'], ['Microbiology, Industrial', 'Industrial Microbiology']]"
[2],"[['Deficiency of maltase', 'Deficiency of alpha-glucosidase', 'Deficiency of maltase-glucoamylase'], ['Deficiency of acid maltase', 'Deficiency of exo-1,4-alpha-glucosidase', 'Deficiency of lysosomal alpha-glucosidase', 'Deficiency of amyloglucosidase', 'Deficiency of glucan 1,4-alpha-glucosidase', 'Deficiency of glucoamylase', 'Deficiency of gamma-amylase'], ['Generalized glycogenosis']]"
"[1, 0]","[['Hospital Auxiliary', 'Auxiliaries, Hospital', 'Hospital Auxiliaries', 'Auxiliary, Hospital'], ['Pediatric Hospitals', 'Hospitals, Pediatric']]"
"[1, 0]","[['Hydrostatic Pressure'], ['Transducers, Pressure']]"
"[1, 0]","[['Insulin Antagonists'], ['Ultralente Insulin', 'Insulin, Ultralente']]"
"[1, 0]","[['Molecular Typing'], ['Interferons Type I', 'Type I Interferons', 'Interferon Type I', 'Type I Interferon']]"
"[1, 0]","[['Epiphora', 'Lacrimal Apparatus Diseases'], ['Lacrimal system disorder NOS']]"
"[1, 0]","[['Medicine in Literature'], ['Medicine, Reproductive', 'Reproductive Medicine']]"
"[1, 0]","[['Trichina', 'Trichinella'], ['Models, Cardiovascular']]"
"[1, 0]","[['Nerve Endings'], ['Spinal Nerves']]"
"[1, 0]","[['North Sea'], ['Sea Star', 'Starfishes', 'Starfish', 'Seastar']]"
[0],"[['Paralysis, Obstetric', 'Paralysis, Obstetrical'], ['Chronic Bronchitis', 'Bronchitis, Chronic'], ['Chronic Bronchitis', 'Bronchitis, Chronic']]"
[2],"[['Pregnancy, Abdominal'], ['Pregnancy, Abdominal', 'Abdominal Pregnancy'], ['Pregnancy, Quintuplet']]"
[1],"[['Dystrophy due to malnutrition'], ['Protein deficiency disease'], ['Marasmus', 'Protein-Energy Malnutrition', 'Protein-Calorie Malnutrition'], ['Protein-calorie malnutrition NOS']]"
"[1, 0]","[['Spherocytosis, Hereditary'], ['Dioncophyllaceae', 'Dioncophyllum', 'Habropetalum', 'Triphyophyllum']]"
"[1, 0]","[['Amphipoda', 'Amphipods'], ['Tetrahymena pyriformis']]"
[2],"[['Deficiency, Thiamine', 'Thiamine Deficiency'], ['Thiamin deficiency', 'Deficiencies, Thiamine', 'Vitamin B1 deficiency', 'Aneurin deficiency', 'Thiamine deficiency', 'Deficiency, Thiamine', 'Thiamine Deficiency', 'Thiamine Deficiencies'], ['Angelica archangelica']]"
[2],"[['Buerger Disease', ""Buerger's Disease"", 'Thromboangitis Obliterans', 'Thromboangiitis Obliterans'], ['Thromboangiitis obliterans NOS'], ['Presenile gangrene']]"
[2],"[['db-289'], ['db-289'], ['Thromboxane B2']]"
"[1, 0]","[['Overgrowth of filiform papillae'], ['Tongue, Hairy']]"
"[1, 0]","[['Selenomonas ruminantium', 'Selenomonas'], ['Uronic Acids']]"
"[1, 0]","[['Vitelline Membrane'], ['Chorioallantoic Membrane']]"
"[1, 0]","[['Pregnant Woman', 'Pregnant Women', 'Women, Pregnant'], ['Woman, Working', 'Women, Working', 'Working Women']]"
"[1, 0]","[['Double Y syndrome'], ['XYY Karyotype']]"
[1],"[['Autoimmune Response', 'Autoimmunity'], ['Cognitive Science'], ['Autoimmune Response', 'Autoimmune Responses', 'Autoimmunities', 'autoimmunity']]"
"[1, 0]","[['Avulavirus Infections'], ['Ureaplasma Infections', 'Infections, Ureaplasma']]"
"[1, 0]","[['Cystoviridae', 'Cystovirus'], ['losartan M2']]"
[2],"[['barbiturates, plain'], ['barbiturates, plain'], ['Founder Effect']]"
[1],"[['DNA Break', 'DNA Breaks'], ['Footprints, DNA', 'DNA Footprinting'], ['Algal DNA', 'DNA, Algal']]"
"[1, 0]","[['Chronobiology Discipline'], ['Cytometry, Image', 'Image Cytometry']]"
"[1, 0]","[['Idazoxan Hydrochloride', 'Idazoxan', 'RX-781094'], ['Vapor Pressure']]"
"[1, 0]","[['Lupoid rosacea'], ['Dermatitis, Periocular', 'Perioral Dermatitis', 'Dermatitis, Perioral', 'Periocular Dermatitis']]"
[1],"[['I.v. Solutions'], ['Myosin Type V', 'Myosin-V p190', 'Myosin V'], ['I.v. Solutions']]"
"[1, 0]","[['Scala Vestibuli'], ['Amacrine Cells']]"
"[1, 0]","[['Lower limb anomaly, unspecified'], ['Lower Limb Deformities, Congenital', 'Lower Extremity Deformities, Congenital']]"
"[1, 0]","[['Upper limb anomaly, unspecified'], ['Upper Limb Deformities, Congenital', 'Upper Extremity Deformities, Congenital']]"
"[1, 0]","[['Mitochondrial Genome', 'Genome, Mitochondrial'], ['Galanin Receptors', 'Receptors, Galanin', 'Galanin Receptor']]"
"[1, 0]","[['Subretinal Fluid'], ['Light-Harvesting Chlorophyll Protein Complexes', 'Light-Harvesting Protein Complexes', 'Light-Harvesting Antenna Complexes', 'Light-Harvesting Chlorophyll Protein', 'Antenna Complexes, Light-Harvesting']]"
"[1, 0]","[['White Heifer Disease'], ['Segmental uterine aplasia']]"
"[1, 0]","[['2-hydroxyiminostilbene'], ['Caveolin-2', 'Caveolin 2']]"
[2],"[['penicillin g'], ['penicillin g'], ['Cyclin G']]"
"[1, 0]","[['Ventral Striatum'], ['Antithrombin Proteins']]"
[4],"[['4-methylthioamphetamine'], ['4-methylthioamphetamine'], ['4-methylumbelliferone'], ['4-methylumbelliferone'], ['4-carboxynevirapine']]"
"[1, 0]","[['4-ketoifosfamide'], ['4-hydroxyvoriconazole']]"
[1],"[['Xanthelasma of eyelid'], ['neonatal leukemia', 'Neonatal Leukemia'], ['Tetany, Neonatal', 'Tetany', 'Spasmophilia', 'Tetanilla'], ['Xanthelasma of eyelid']]"
"[1, 0]","[['Thrombophlebitis NOS'], ['Glossitis NOS']]"
[2],"[['Guttate psoriasis'], ['Guttate psoriasis'], ['Circulation, Assisted', 'Assisted Circulation']]"
[2],"[['ovarian disease'], ['Ovarian Diseases'], ['Collagen Diseases']]"
[2],"[['Haemophilus Infections'], ['Infections, Hepadnaviridae', 'Hepadnaviridae Infections'], ['Infections, Mycobacterium', 'Mycobacterium Infections']]"
[1],"[['Meningococcal infection'], ['Euglenozoa Infections'], ['Meningococcal infection'], ['Other meningococcal infections']]"
[2],"[['Chromosome Structures'], ['Y Chromosome'], ['Assault by shotgun']]"
[1],"[['obsolete syphilitic pericarditis', 'Syphilitic pericarditis (disorder)'], ['obsolete congenital disorder', 'congenital abnormality'], ['obsolete syphilitic alopecia', 'Syphilitic alopecia (disorder)']]"
"[1, 0]","[['Astroviridae Infections', 'Infections, Astroviridae'], ['Morbillivirus Infections', 'Infections, Morbillivirus']]"
