List,Syns
"[2, 1, 0]","[['Inflammatory liposarcoma', 'inflammatory liposarcoma'], ['atypical lipomatous tumor'], ['sclerosing liposarcoma']]"
"[1, 0]","[['labyrinthine hydrops', 'endolymphatic hydrops'], ['Otogenic vertigo', ""Meniere's disease"", 'Meniere disease', ""Mnire's vertigo""]]"
[1],"[['Aneurysm of aorta in diseases classified elsewhere', 'syphilitic aneurysm'], ['Other injury of abdominal aorta'], ['Syphilitic aneurysm of aorta'], ['aortic ectasia', 'Aortic aneurysm and dissection', 'traumatic aortic aneurysm']]"
[2],"[['Binge eating disorder'], ['Binge eating disorder'], ['Bulimia Nervosa'], ['Binge-Eating Disorder']]"
[3],"[['Systemic sclerosis [scleroderma]', 'circumscribed scleroderma', 'neonatal scleroderma'], ['Localized scleroderma [morphea]', 'Circumscribed scleroderma'], ['Localized scleroderma [morphea]', 'Circumscribed scleroderma'], ['Other specified conditions of integument specific to newborn']]"
[0],"[['Diastasis of muscle', 'diastasis recti complicating pregnancy, labor and delivery', 'Separation of muscle (nontraumatic)'], ['Other specified obstetric trauma'], ['Other specified obstetric trauma'], ['Other specified obstetric trauma']]"
[2],"[['Short rib syndrome', 'Asphyxiating thoracic dysplasia [Jeune]'], ['Asphyxiating thoracic dysplasia [Jeune]', 'Short rib syndrome'], ['Congenital malformation of ribs NOSCongenital absence of rib', 'Congenital absence of rib', 'Congenital fusion of ribs', 'Other congenital malformations of ribs']]"
"[1, 0]","[['Visuospatial deficit'], ['Left-sided neglect', 'Hemi-inattention', 'Neurologic neglect syndrome', 'Neurologic neglect syndromeHemi-inattention']]"
"[1, 0]","[['Campylobacter Infections'], ['Other spirochaetal infections']]"
[2],"[['penbutolol', 'Penbutolol sulfate'], ['penbutolol', 'Penbutolol sulfate'], ['Secondary dysmenorrhoea']]"
"[1, 0]","[['Hypobaropathy NOS'], ['Mountain Sickness', 'Altitude Hypoxia', 'Altitude Sickness']]"
"[1, 0]","[['Arthropod-borne viral disease NOS'], ['Arbovirus Infections']]"
"[1, 0]","[['Mossy foot disease'], ['Chromoblastomycosis', 'Chromomycosis', 'Dermatitis Verrucosa']]"
"[1, 0]","[['Materia Alba', 'Dental Deposits', 'Deposit, Dental', 'Dental Deposit', 'Deposits, Dental'], ['Accretions on teeth NOS']]"
"[1, 0]","[['Abnormal tooth spacing NOS'], ['Diastemata', 'Diastema']]"
[2],"[['Deficiency of maltase', 'Deficiency of alpha-glucosidase', 'Deficiency of maltase-glucoamylase'], ['Deficiency of acid maltase', 'Deficiency of exo-1,4-alpha-glucosidase', 'Deficiency of lysosomal alpha-glucosidase', 'Deficiency of amyloglucosidase', 'Deficiency of glucan 1,4-alpha-glucosidase', 'Deficiency of glucoamylase', 'Deficiency of gamma-amylase'], ['Generalized glycogenosis']]"
"[1, 0]","[['Epiphora', 'Lacrimal Apparatus Diseases'], ['Lacrimal system disorder NOS']]"
"[1, 0]","[['Leukocyte Disorders'], ['White blood cell disease NOS']]"
[1],"[['Dystrophy due to malnutrition'], ['Protein deficiency disease'], ['Marasmus', 'Protein-Energy Malnutrition', 'Protein-Calorie Malnutrition'], ['Protein-calorie malnutrition NOS']]"
[2],"[['Buerger Disease', ""Buerger's Disease"", 'Thromboangitis Obliterans', 'Thromboangiitis Obliterans'], ['Thromboangiitis obliterans NOS'], ['Presenile gangrene']]"
"[1, 0]","[['Overgrowth of filiform papillae'], ['Tongue, Hairy']]"
"[1, 0]","[['Double Y syndrome'], ['XYY Karyotype']]"
"[1, 0]","[['Lupoid rosacea'], ['Dermatitis, Periocular', 'Perioral Dermatitis', 'Dermatitis, Perioral', 'Periocular Dermatitis']]"
"[1, 0]","[['Lower limb anomaly, unspecified'], ['Lower Limb Deformities, Congenital', 'Lower Extremity Deformities, Congenital']]"
"[1, 0]","[['Upper limb anomaly, unspecified'], ['Upper Limb Deformities, Congenital', 'Upper Extremity Deformities, Congenital']]"
"[1, 0]","[['White Heifer Disease'], ['Segmental uterine aplasia']]"
[2],"[['Pulmonary actinomycosis'], ['Pulmonary actinomycosis'], ['Pulmonary Surfactant', 'Surfactant, Pulmonary', 'Surfactants, Pulmonary', 'Pulmonary Surfactants']]"
