List,Syns
[4],"[[""Meniere's disease NOS"", ""Unspecified Meniere's disease"", 'Meniere syndrome', ""Syndrome, Meniere's"", ""Disease, Meniere's"", ""MÃ©niÃ¨re's syndrome"", ""Meniere's vertigo, NOS"", 'Otogenic vertigo', 'Vertigo, Aural', ""MÃ©niÃ¨re's syndrome, NOS"", ""Meniere's Disease"", 'Aural vertigo', 'Meniere disease', 'Menieres Syndrome', ""Meniere's Syndrome"", ""MÃ©niÃ¨re's vertigo"", 'Disease, Meniere', ""Meniere's disease, NOS"", 'Meniere Syndrome', 'Aural Vertigo', 'Auditory vertigo', ""MÃ©niÃ¨re's disease"", 'Meniere disorder', 'Meniere Disease', 'Menieres Disease'], [""Mnire's vertigo"", ""Meniere's disease"", 'Meniere disease', 'Otogenic vertigo'], [""Paget's disease of vulva"", ""Vulval Paget's disease"", ""Vulvar Paget's disease"", ""vulval Paget's disease"", 'vulval Paget disease'], ['Auditory Vertigo', 'Vertigo, Aural', 'Ménière Disease', ""Ménière's Vertigo"", 'Otogenic Vertigo', ""Ménière's Disease"", 'Aural Vertigo', ""Meniere's Syndrome"", 'Meniere Disease', ""Meniere's Disease""], ['labyrinthine hydrops', 'endolymphatic hydrops']]"
[0],"[['Seasonal Variation', 'Seasons'], ['atrophy of prostate'], ['Atrophy of prostate']]"
"[1, 0]","[['mixed-type liposarcoma'], ['mixed type thymoma', 'Thymoma, mixed type']]"
[1],"[['liposarcoma'], ['Monascus purpureus', 'Monascus'], ['Pleomorphic Liposarcoma', 'pleomorphic liposarcoma', 'Pleomorphic liposarcoma']]"
[2],"[['obsolete lymphosarcoma involving spleen'], ['deep angioma'], ['deep keratitis']]"
"[1, 0]","[['Post-traumatic osteoarthritis, unspecified site', 'Post-traumatic osteoarthritis NOS'], ['pleuropulmonary blastoma', 'Pleuropulmonary blastoma']]"
"[1, 0]","[['esophageal leukoplakia', 'Leukoplakia of esophagus'], ['adenoid cystic carcinoma, esophagus', 'esophageal adenoid cystic carcinoma']]"
"[1, 0]","[['obsolete leptomeningeal neoplasm', 'tumor of leptomeninges'], ['Nonsteroidal Antiandrogens', 'AntiAndrogens, Nonsteroidal', 'Nonsteroidal Anti-Androgens']]"
[3],"[['strabismus'], ['Mechanical strabismus'], ['mechanical strabismus'], ['Cell Components', 'Cellular Structures'], ['hypertropia'], ['Other strabismus'], ['Other strabismus']]"
"[1, 0]","[['papillary hidradenoma'], ['Syringocystadenoma papilliferum', 'Papillary Syringadenoma', 'Papillary syringadenoma', 'syringocystadenoma papilliferum']]"
"[1, 0]","[['obsolete secondary myelofibrosis'], ['Secondary syphilitic hepatitis']]"
"[3, 1]","[['Hypervitaminosis D'], ['flying phobia'], ['Hypervitaminosis D'], ['alfuzosin', 'Alfusosine'], ['hypervitaminosis D']]"
"[1, 0]","[['Ralstonia pickettii'], ['diaphragma sellae meningioma', 'meningioma of Diaphragm Sellae']]"
[2],"[['Stress incontinence'], ['Stress incontinence - female', 'female stress incontinence', 'female urinary stress incontinence'], ['Protein Aggregates'], ['Fecal Incontinence']]"
"[1, 0]","[['Rupture of synovium, ankle, foot and toes'], ['cranial pseudosarcomatous fasciitis']]"
"[1, 0]","[['leukomethylene blue'], ['physiological polycythemia']]"
"[1, 0]","[['benign neurilemmoma'], ['Spin Trapping']]"
"[1, 0]","[['Epidemic keratoconjunctivitis', 'Keratoconjunctivitis due to adenovirusH19.2', 'Shipyard eye'], ['eye degenerative disease']]"
[2],"[['BL leprosy', 'Borderline lepromatous leprosy'], ['BL leprosy', 'Borderline lepromatous leprosy'], ['Sulphonthal', 'Sulphental', 'Phenol Red', 'Phenolsulfonphthalein', 'Sulfonphthal']]"
[0],"[['Other injury of abdominal aorta'], ['Aortic aneurysm and dissection', 'aortic ectasia', 'traumatic aortic aneurysm'], ['Syphilitic aneurysm of aorta'], ['Aneurysm of aorta in diseases classified elsewhere', 'syphilitic aneurysm']]"
[3],"[['sequelae of trachomaB94.0', 'Trachoma'], ['Sequelae of trachoma'], ['sequelae of trachoma', 'Trachoma'], ['Cystic fibrosis'], ['Sequelae of trachoma']]"
"[1, 0]","[['X-Ray Intensifying Screens', 'Xray Intensifying Screens', 'Film-Screen Systems, X-Ray', 'X-Ray Film-Screen Systems', 'Screen-Film Systems, X-Ray', 'Radiographic Intensifying Screens', 'Screens, Radiographic Intensifying'], ['Viral endocarditis']]"
[5],"[['Pulmonary cryptococcosis'], ['Pulmonary cryptococcosis'], ['Conditions classifiable to H54.-', 'Family history of blindness and visual loss'], ['family history of blindness and visual loss', 'Conditions classifiable to H00-H53, H55-H59', 'Family history of eye disorders', 'family history of blindness and visual lossConditions classifiable to H00-H53, H55-H59'], ['Conditions classifiable to H54.-', 'Family history of blindness and visual loss'], ['Pulmonary tularaemia']]"
"[1, 0]","[['Unspecified cystostomy status'], ['Myeloid leukemia, unspecified']]"
[0],"[['Extrapyramidal Tracts'], ['Major histocompatibility complex class II deficiency'], ['Major histocompatibility complex class II deficiency']]"
[1],"[['Drug-induced hypopituitarism'], ['Drug induced constipation'], ['Drug-induced hypopituitarism']]"
[6],"[['cloaca', 'Congenital rectovaginal fistula'], ['Other congenital malformations of skin', 'Sturge-Weber (-Dimitri) syndrome', 'congenital erythropoietic porphyria'], ['Persistent cloaca', 'Cloaca NOS'], ['Persistent cloaca', 'Cloaca NOS'], ['Hereditary erythropoietic porphyria', 'Congenital erythropoietic porphyria', 'Erythropoietic protoporphyria'], ['Congenital erythropoietic porphyria', 'Hereditary erythropoietic porphyriaErythropoietic protoporphyria', 'Hereditary erythropoietic porphyria', 'Erythropoietic protoporphyria'], ['Bifidobacterium breve'], ['Congenital fistula of rectum and anus', 'congenital rectovaginal fistula', 'pilonidal fistula or sinus']]"
"[1, 0]","[['Other stimulant dependence with other stimulant-induced disorder'], ['neonatal thyrotoxicosisP72.1', 'chronic thyroiditis with transient thyrotoxicosisE06.2', 'Thyrotoxicosis [hyperthyroidism]']]"
"[1, 0]","[['Displaced fracture of neck of unspecified radius'], ['Inhalant use, unspecified with intoxication, uncomplicated']]"
"[1, 0]","[['Fear of thunderstorms'], ['Opsonins', 'Opsonin Proteins']]"
[1],"[['Fear'], ['Olive Oils', 'Olive Oil'], ['Fear of injury']]"
[0],"[['Bulimia Nervosa'], ['Binge eating disorder'], ['Binge-Eating Disorder'], ['Binge eating disorder']]"
[0],"[['Epithelial-Mesenchymal Transition', 'Epithelial-Mesenchymal Transformation'], ['Narcolepsy and cataplexy'], ['Narcolepsy and cataplexy'], ['Narcolepsy with cataplexy']]"
"[1, 0]","[['Paraplegia, complete'], ['Myopathy of extraocular muscles, bilateral']]"
"[1, 0]","[['Filamentary keratitis, right eye'], ['Fluid Shifts']]"
"[1, 0]","[['Corneal abscess, right eye'], ['Trigeminal Nuclei', 'Trigeminal Nuclear Complex']]"
"[1, 0]","[['Pannus (corneal), bilateral'], ['Corneal ectasia, bilateral']]"
"[1, 0]","[['Cauliflower ear, right ear'], ['Tympanosclerosis, right ear']]"
"[1, 0]","[['Cauliflower ear, left ear'], ['Otalgia, left ear']]"
"[1, 0]","[['Dissection of aorta'], ['Hydroxyandrostenes', 'Androstenols']]"
"[1, 0]","[['Acquired clubhand, right hand'], ['Fibrous dysplasia (monostotic), right lower leg']]"
"[1, 0]","[['Myelofibrosis (idiopathic) (with myeloid metaplasia)', 'Osteomyelofibrosis', 'Myelosclerosis (megakaryocytic) with myeloid metaplasia', 'Secondary myelofibrosis in myeloproliferative disease', 'Chronic idiopathic myelofibrosis', 'acute myelofibrosisC94.4'], ['Chronic kidney disease, stage 4 (severe)']]"
[1],"[['Subluxation of symphysis (pubis) in pregnancy, first trimester'], ['Spherocytosis, Hereditary'], ['Triphyophyllum', 'Habropetalum', 'Dioncophyllum', 'Dioncophyllaceae'], ['Subluxation of symphysis (pubis) in pregnancy']]"
"[1, 0]","[['Prolonged second stage (of labor)'], ['Struck by orca']]"
[2],"[['Neonatal hypertension'], ['Neonatal hypertension'], ['Boobialla', 'Myoporum']]"
[1],"[['Short rib syndrome', 'Asphyxiating thoracic dysplasia [Jeune]'], ['Other congenital malformations of ribs', 'Congenital malformation of ribs NOSCongenital absence of rib', 'Congenital absence of rib', 'Congenital fusion of ribs'], ['Short rib syndrome', 'Asphyxiating thoracic dysplasia [Jeune]']]"
"[1, 0]","[['Periumbilical pain'], ['Sympathins', 'Catecholamines']]"
"[1, 0]","[['Neurologic neglect syndrome', 'Hemi-inattention', 'Neurologic neglect syndromeHemi-inattention', 'Left-sided neglect'], ['Visuospatial deficit']]"
[2],"[[""Colles' fracture""], [""Colles' Fracture""], ['Osteoporotic Fractures']]"
[1],"[['Toxic effects of dichloromethane'], ['Toxic effects of trichloroethylene'], ['Toxic effects of methylene chloride', 'Toxic effects of dichloromethane']]"
[1],"[['Imprisonment and other incarceration'], ['Displacement of implanted urinary sphincter'], ['Imprisonment and other incarceration']]"
"[1, 0]","[['Elaeagnus', 'Shepherdia', 'Elaeagnaceae', 'Buffaloberry', 'Olive, Russian'], ['Bitten by parrot']]"
"[1, 0]","[['Activity, water skiing and wake boarding'], ['Wakefulness']]"
"[4, 1]","[['Strychnine Nitrate', 'Strychnine'], ['1,4-benzenediyl diradical'], ['organic nitrates'], ['Ormocer', 'Organically Modified Ceramics'], ['Activity, golf']]"
"[1, 0]","[['Activity, volleyball (beach) (court)'], ['Activity, rough housing and horseplay']]"
"[1, 0]","[['Exercise counseling'], ['Aeromonas hydrophila']]"
"[1, 0]","[['Other specified health status'], ['Voluntary Health Agencies']]"
"[1, 0]","[['Suppurative Hidradenitis', 'Hidradenitis, Suppurative', 'Suppurative Hidradenitides', 'Hidradenitides, Suppurative', 'Acne Inversa', 'Hidradenitis Suppurativa'], ['Lymphoid leukaemia']]"
"[1, 0]","[['Physical violence'], ['Respiratory arrest', 'Cardiorespiratory failure']]"
"[1, 0]","[['Burns, Electric', 'Electric Burns'], ['Burn of oesophagus']]"
"[1, 0]","[['Sulfur dioxide'], ['Karwinskia', 'Coyotillo', 'Tullidora', 'Karwinskia humboldtiana']]"
[2],"[['Blood-sampling'], ['Blood Serum', 'Serum'], ['Blood Banks', 'Blood Banking']]"
"[1, 0]","[['Hair Follicle'], ['Hair transplant']]"
"[1, 0]","[['Maternal Health'], ['Anaerobic Bacteria', 'Bacteria, Anaerobic']]"
"[1, 0]","[['Cytoskeletal Proteins'], ['Protein Translocation Systems', 'Protein Secretion Systems']]"
"[1, 0]","[['Parasitic Infections, Animal', 'Parasitic Diseases, Animal'], ['Donor Conception']]"
"[1, 0]","[['Spontaneous Perforation'], ['Premedical Student', 'Premedical Students', 'Student, Premedical', 'Students, Premedical']]"
"[1, 0]","[['DNA Demethylation'], ['Taylorella equigenitalis']]"
"[1, 0]","[['Acromion', 'Acromion Process'], ['Process, Stochastic', 'Stochastic Process', 'Stochastic Processes']]"
[2],"[['Albuminuria'], ['Albuminuria', '[D]Albuminuria', 'Albuminurias'], ['D-Xylose', 'Xylose']]"
"[1, 0]","[['Helminth Antibodies', 'Antibodies, Helminth'], ['Satiety Response']]"
[3],"[['Aspergillus fumigatus'], ['Aspergillus'], ['Aspergillus nidulans'], ['Biaxin', 'A-56268', 'Clarithromycin', '6-O-Methylerythromycin', 'TE-031']]"
"[1, 0]","[['Bacteria, Aerobic', 'Aerobic Bacteria'], ['Mesenteric Veins']]"
"[1, 0]","[['Softball', 'Baseball', 'Softballs', 'Baseballs'], ['Fluoresceins', 'Tetraiodofluorescein']]"
[2],"[['Basilar Membrane'], ['Chorioallantoic Membrane'], ['Vitelline Membrane']]"
"[1, 0]","[['Blood Stains'], ['Blood Volume']]"
"[1, 0]","[['Industry, Book', 'Book Industry'], ['Tetragenococcus', 'Enterococcaceae']]"
[0],"[['Centrifugation, Zonal'], ['Cost, Hospital', 'Costs, Hospital', 'Hospital Costs'], ['Hospital Formularies', 'Formulary, Hospital', 'Formularies, Hospital', 'Hospital Formulary']]"
"[1, 0]","[['Semolina Flour', 'Flour'], ['Cesium-133', 'Cesium']]"
"[1, 0]","[['Cesium Isotopes'], ['prazepam', 'Prazepamum [inn-latin]']]"
"[1, 0]","[['Sertoli Cells'], ['Cheetahs', 'Acinonyx']]"
"[1, 0]","[['Group F Chromosomes', 'Chromosomes F', 'Chromosomes, Human, 19-20'], ['Scleral Buckling']]"
[1],"[['Osteoarthritis, Hip', 'Coxarthroses', 'Osteoarthritis of hip', 'OA - Osteoarthritis of hip', 'Osteoarthritides, Hip', 'Coxarthrosis', 'Hip Osteoarthritides', 'Hip Osteoarthritis'], ['Cold Temperature', 'Cold'], ['Coxarthrosis', 'Osteoarthritis Of Hip', 'Osteoarthritis, Hip']]"
[1],"[['Classical Pathway C3-C5 Convertases', 'Complement C3-C5 Convertases, Classical Pathway'], ['Edwardsiella ictaluri'], ['Complement Pathway, Classical', 'Classical Complement Pathway', 'Classical Complement Activation Pathway', 'Complement Activation Pathway, Classical'], ['Complement Activation']]"
"[1, 0]","[['Accretions on teeth NOS'], ['Dental Deposit', 'Deposits, Dental', 'Dental Deposits', 'Materia Alba', 'Deposit, Dental']]"
"[1, 0]","[['Disyston', 'Di-Syston', 'Disulfoton', 'Thiodemeton', 'Demeton'], ['Middle Age', 'Middle Aged']]"
"[1, 0]","[['Dysgerminoma', 'Disgerminoma'], ['leukotriene B4']]"
"[1, 0]","[['Environmental Exposure', 'Exposure, Environmental'], ['Cultural Care', 'Culturally Competent Health Care', 'Culturally Competent Care', 'Culturally Congruent Care', 'Cross-Cultural Care']]"
[0],"[['Genotype', 'Genogroup'], ['Esophageal Fistula'], ['Oesophageal fistula', 'Esophageal fistula', 'Esophageal Fistula', 'Fistulas, Esophageal', 'Fistula, Esophageal', 'Esophageal Fistulas']]"
"[1, 0]","[['Transcription Initiation Site', 'Transcription Start Site'], ['Macrosomia, Fetal', 'Fetal Macrosomia']]"
"[1, 0]","[['Nucleic Acid Hybridization', 'Genomic Hybridization'], ['Filarioidea', 'Litomosoides']]"
[2],"[['Glucose 1-Dehydrogenase', 'Glucose Dehydrogenase'], ['Glucose Solutions, Hypertonic', 'Hypertonic Glucose Solution', 'Hypertonic Solution, Glucose', 'Hypertonic Solutions, Glucose', 'Glucose Solution, Hypertonic'], ['Tests for diabetes'], ['glucose']]"
"[1, 0]","[['Ocotea bullata', 'Ocotea'], ['Heinz Bodies']]"
"[1, 0]","[['Histidol', 'Histidinol'], ['Alloantigens', 'Isoantigen', 'Isoantigens', 'Alloantigen']]"
[1],"[['Transducers, Pressure'], ['Hydrostatic Pressure'], ['Sea Urchins', 'Sand Dollars', 'Clypeasteroida', 'Sand-Dollar', 'Echinoidea']]"
[1],"[['Planococcus Insect'], ['Insect Control'], ['Insect Vectors']]"
[3],"[['inulin'], ['Inulin'], ['phenolsulfonphthalein'], ['Tests for renal function']]"
"[2, 0]","[['leukotriene D4'], ['3-hydroxylidocaine'], ['Lighting', 'Illumination'], ['3,3-Dichlorobenzidine', ""3,3'-Dichlorobenzidine""]]"
[0],"[['Arrowhead', 'Sagittaria'], ['Coronavirus, Bovine', 'Bovine Coronavirus'], ['Mastitis, Bovine']]"
[0],"[['Performance-Enhancing Effects', 'Performance-Enhancing Drugs', 'Performance-Enhancing Substances', 'Ergogenic Substances', 'Performance-Enhancing Effect', 'Ergogenic Effects'], ['Manufactured Materials'], ['Coated Materials, Biocompatible', 'Surface-Coated Materials']]"
[1],"[['Maternal Mortality', 'Mortality, Maternal'], ['Somatropin and somatropin agonists'], ['Perinatal Mortality']]"
"[1, 0]","[['Medical Tourism'], ['Medical Indigency', 'Indigency, Medical']]"
[1],"[['Anatomic Variation'], ['Nuclear Physics'], ['Anatomic Landmarks']]"
"[1, 0]","[['Students, Medical', 'Student, Medical', 'Medical Students', 'Medical Student'], ['Picloram', 'Chloramp']]"
"[1, 0]","[['Antigrowth hormones'], ['Placental Hormones']]"
"[1, 0]","[['Psilocibin', 'Psilocybin', 'Psilocybine'], ['Pineapple', 'Ananas']]"
[2],"[['Public Housing'], ['Public Assistance'], ['Publications']]"
"[1, 0]","[['School, Veterinary', 'Veterinary School', 'Schools, Veterinary', 'Veterinary Schools'], ['School, Medical', 'Medical Schools', 'Medical School', 'Schools, Medical']]"
"[1, 0]","[['Lewy Bodies', 'Lewy Body'], ['Meshes, Surgical', 'Surgical Mesh', 'Surgical Meshes', 'Mesh, Surgical']]"
"[1, 0]","[['Technology, Radiologic', 'Radiologic Technology', 'Technology, Radiological'], ['Radiology, Interventional', 'Interventional Radiology']]"
"[1, 0]","[['Overgrowth of filiform papillae'], ['Tongue, Hairy']]"
"[1, 0]","[['Ethical Review'], ['Utilization Review', 'Review, Utilization']]"
"[1, 0]","[['Woman, Working', 'Women, Working', 'Working Women'], ['Pregnant Women', 'Pregnant Woman', 'Women, Pregnant']]"
"[1, 0]","[['Donors, Living', 'Living Donors'], ['Southern Blot', 'Southern Blotting', 'Blotting, Southern', 'Blot, Southern']]"
"[1, 0]","[['Olecranon Process', 'Olecranon'], ['Word Processing']]"
"[1, 0]","[['Ventricular Function'], ['apple juice']]"
"[1, 0]","[['Sulphite Cytochrome C Reductase', 'Sulfite Dehydrogenase', 'Sulphite Dehydrogenase', 'Sulfite Cytochrome C Reductase'], ['Protozoan Genes', 'Genes, Protozoan']]"
[2],"[['Abscess, Retropharyngeal', 'Retropharyngeal Abscess'], ['Abscess, Retropharyngeal', 'Abscesses, Retropharyngeal', 'Retropharyngeal abscess', 'Retropharyngeal Abscesses', 'Retropharyngeal Abscess'], ['Photoreceptors, Microbial', 'Photoreceptor, Microbial']]"
"[1, 0]","[['Lupoid rosacea'], ['Dermatitis, Periocular', 'Dermatitis, Perioral', 'Perioral Dermatitis', 'Periocular Dermatitis']]"
"[1, 0]","[['Intramolecular Lyases'], ['Cathepsin K']]"
"[1, 0]","[['Antibodies, Archaeal', 'Archaeal Antibodies'], ['Cremains', 'Cremation']]"
"[1, 0]","[['Tick Bites'], ['Acrosome Reaction']]"
"[1, 0]","[['Cycrimine hydrochloride', 'cycrimine'], ['Astragalus gummifer']]"
"[1, 0]","[['Dicentra', 'Fumariaceae'], ['Lost to Follow-Up']]"
"[1, 0]","[['Upper limb anomaly, unspecified'], ['Upper Extremity Deformities, Congenital', 'Upper Limb Deformities, Congenital']]"
"[1, 0]","[['Ambulance Diversion'], ['Methylocystaceae', 'Methylocystis']]"
"[1, 0]","[['Anti-estrogens'], ['Sinorhizobium fredii']]"
"[1, 0]","[['White Heifer Disease'], ['Segmental uterine aplasia']]"
"[1, 0]","[['Monkeys, New World', 'Platyrrhini'], ['Costello Syndrome', 'Costello syndrome']]"
"[1, 0]","[['penicillin g'], ['Cyclin G']]"
"[1, 0]","[['Staphylococcus hyicus'], ['W-6412A', 'Bunolol', 'Bunolol Hydrochloride']]"
"[1, 0]","[['testosterone propionate'], ['3-oxoandrosten (4) derivatives']]"
"[1, 0]","[['proflavine'], ['Acridine derivatives']]"
"[1, 0]","[['Aldehydes and derivatives'], ['Pyrimidine derivatives']]"
"[1, 0]","[['Aminoalkyl ethers'], ['Diphenhydramine Theoclate', 'dimenhydrinate', 'Diphenhydrinate']]"
"[1, 0]","[['Hirudin variant-1', 'lepirudin'], ['Anabolic Agents For Systemic Use']]"
[2],"[['Antiarrhythmics, class III'], ['antiarrhythmics, class i and iii'], ['Bretylum', 'Bretylium p-toluenesulfonate', 'Bretylate', 'Bretylium tosylate', 'Bretylium tolsylate', 'bretylium']]"
[2],"[['Antihypertensives'], ['Other antihypertensives', 'Other Antihypertensives'], ['ambrisentan']]"
"[1, 0]","[['hydrogen peroxide'], ['Antiinfectives and antiseptics for local oral treatment']]"
"[1, 0]","[['thioacetazone and isoniazid'], ['Combinations of drugs for treatment of tuberculosis']]"
"[1, 0]","[['Other antiemetics'], ['fosaprepitant']]"
