List,Syns
"[4, 2]","[['internuclear ophthalmoplegia'], ['Internuclear ophthalmoplegia'], ['ocular motility disease', 'disorder of eye movements', 'eye movement disorder'], ['Total ophthalmoplegia', 'ophthalmoplegia', 'oculomotor paralysis'], [""Brown's (tendon) sheath syndrome"", ""Brown's tendon sheath syndrome"", ""Brown's sheath syndrome"", 'Brown tendon sheath syndrome'], ['Internuclear ophthalmoplegia']]"
"[1, 0]","[['Richter syndrome', ""Richter's syndrome""], ['chronic lymphatic leukemia', 'chronic lymphocytic leukemia', 'CLL', 'B-cell chronic lymphocytic leukemia', 'B-cell chronic lymphoid leukemia']]"
[1],"[['neuropathy', 'peripheral neuropathy'], ['Meningoencephalitis', 'meningoencephalitis'], ['polyneuropathy'], ['Other polyneuropathies'], ['critical illness polyneuropathy']]"
"[1, 0]","[['prediabetes syndrome', 'prediabetic state', 'Prediabetes'], ['Glucose: intolerance', 'glucose intolerance', 'Glucose: malabsorption', 'Malabsorption of glucose']]"
"[1, 0]","[['lepromatous leprosy', 'Lepromatous leprosy', 'type L leprosy'], ['l-methylfolate']]"
[1],"[['Focal Glomerulonephritis', ""Berger's IgA or IgG nephropathy"", 'IGA glomerulonephritis', 'IgA nephropathy', 'IgA glomerulonephritis'], ['hypersensitivity vasculitis'], ['Allergic purpura', 'Henoch-Sch?nlein purpura', 'Henoch-Sch@nlein purpura', 'Henoch-Schoenlein purpura', 'Autoimmune purpura'], ['Goodpasture syndrome', 'anti-glomerular basement membrane disease', 'anti-GBM disease']]"
"[1, 0]","[['Polyradiculopathy', 'polyradiculopathy'], ['Cauda equina syndrome']]"
[3],"[['Myxedema'], ['myxedema'], ['Myxedema'], ['hypothyroidism', 'Thyroid deficiency', 'Thyroid insufficiency']]"
[1],"[['obsolete syphilitic pericarditis', 'Syphilitic pericarditis (disorder)'], ['congenital abnormality', 'obsolete congenital disorder'], ['Syphilitic alopecia (disorder)', 'obsolete syphilitic alopecia']]"
[0],"[['beta thalassemia'], ['Diverticulum of appendix'], ['Diverticulum of appendix']]"
"[1, 0]","[['chronic paranoid schizophrenia', 'Paranoid type schizophrenia', 'paranoid schizophrenia', 'Paraphrenia - late', 'Paraphrenic schizophrenia'], ['delusional disorder']]"
[2],"[[""Athlete's Foot"", 'Tinea Pedis'], [""Athlete's foot"", 'tinea pedis', 'Dermatophytosis of foot', 'ringworm of foot'], ['malignant tumor', 'malignant neoplasm', 'cancer', 'primary cancer']]"
[0],"[['geniculate ganglionitis'], ['Bell palsy', ""Bell's (facial) palsy"", ""Bell's palsy""], ['Facial Palsy', 'facial paralysis'], ['Facial droop', 'Facial weakness', 'facial weakness following cerebrovascular disease', ""Bell's palsy""], ['Facial palsy', ""Bell's palsy""], ['facial nerve disease']]"
"[1, 0]","[['Macular hole', 'macular holes'], ['retinal perforation', 'Retinal break', 'Retinal dialysis', 'Retinal tear']]"
"[1, 0]","[['tetraplegia', 'quadriplegia'], ['locked-in syndrome', 'Locked in syndrome', 'Locked-in state']]"
[8],"[['disease of capillaries', 'capillary disease'], ['Agricultural Crops', 'Crops, Agricultural'], ['Carbuncle of neck'], ['Anaemia of prematurity'], ['Diseases of capillaries'], ['Other diseases of capillaries'], ['Diseases of capillaries'], ['Crop, Avian'], ['Crop Protection'], ['Other diseases of capillaries']]"
"[1, 0]","[['Osteochondrodysplasia syndrome', 'chondrodystrophy', 'osteochondrodysplasia', 'Cartilage Development disorder', 'Congenital anomaly of cartilage'], ['multiple epiphyseal dysplasia', 'polyepiphyseal dysplasia']]"
"[1, 0]","[['balanitis xerotica obliterans', 'Penile Lichen Sclerosus'], ['leukoplakia of penis', 'Kraurosis of penis', 'Penile Leukoplakia']]"
[0],"[['chronic duodenal ileus'], ['Duodenal Obstruction'], ['duodenal obstruction'], ['Duodenal Obstruction']]"
[0],"[['reflex sympathetic dystrophy'], ['Algoneurodystrophy', 'algoneurodystrophy'], ['Algoneurodystrophy, upper arm']]"
[0],"[['protozoal dysentery'], ['Sarcocystosis', 'Sarcosporidiosis'], ['sarcocystosis', 'Sarcosporidiosis']]"
[1],"[[""mushroom workers' lung""], ['Farmers lung', 'farmer lung', ""farmer's lung""], ['Mushroom-worker lung']]"
[2],"[['root resorption'], ['Root Resorption'], ['Unspecified astigmatism']]"
[1],"[['Foster-Kennedy syndrome'], ['optic neuropathy', 'optic nerve disorder', 'disorder of the second nerve', 'optic nerve disease'], ['Foster-Kennedy syndrome']]"
"[1, 0]","[['cherubism'], ['osteophyte', 'exostosis', 'orbital exostosis', 'bone spur', 'bony outgrowth']]"
"[1, 0]","[['choriocarcinoma', 'Chorioepithelioma'], ['malignant Placental tumor', 'placenta cancer', 'Placental tumors', 'neoplasm of placenta', 'malignant neoplasm of placenta']]"
"[1, 0]","[['communication disorder'], ['language disorder']]"
[1],"[['Systemic Vasculitis'], ['granulomatous angiitis'], ['Central Sensitization', 'Central Nervous System Sensitization'], ['central nervous system vasculitis']]"
[1],"[['Cystadenocarcinoma'], ['Columbine', 'Aquilegia'], ['Cystadenocarcinoma', 'Cystadenocarcinomas', 'Cystadenocarcinoma, NOS'], ['cystadenocarcinoma']]"
"[1, 0]","[['Sheltered Workshops'], ['Depressive-manic psych.', 'Manic bipolar I disorder', 'bipolar depression', 'bipolar disorder', 'Manic Bipolar Affective disorder', 'Manic Depressive disorder']]"
"[1, 0]","[['osteosclerotic myeloma'], ['Isolated osseous plasmacytoma', 'solitary osseous plasmacytoma', 'Solitary plasmacytoma of bone']]"
"[1, 0]","[['cervical Muellerian adenosarcoma', 'cervical adenosarcoma', 'cervical Mullerian adenosarcoma'], ['Struck by horse']]"
[0],"[['Maxillary Diseases'], ['common bile duct disease'], ['Common Bile Duct Diseases']]"
"[1, 0]","[['Dermatosis papulosa nigra', 'dermatosis papulosa nigra'], ['seborrheic keratosis']]"
[6],"[['Orbital Diseases'], ['Resistance, Disease', 'Disease Resistance'], ['Orbit disorder NOS'], ['thalamic disease'], ['Monkey Diseases'], ['orbital disease'], ['Lassa virus']]"
"[1, 0]","[['Benign essential microscopic hematuria'], ['cellular leiomyoma']]"
"[1, 0]","[['papillary hidradenoma'], ['Syringocystadenoma papilliferum', 'Papillary Syringadenoma', 'Papillary syringadenoma', 'syringocystadenoma papilliferum']]"
[1],"[['Inflammatory liposarcoma', 'inflammatory liposarcoma'], ['atypical lipomatous tumor'], ['sclerosing liposarcoma'], ['vulvar liposarcoma']]"
[0],"[['Streptococcus bovis'], ['pulmonary valve disorder', 'pulmonary valve disease'], ['Other pulmonary aspergillosis'], ['Pulmonary valve disorders in diseases classified elsewhere'], ['Pulmonary Valve', 'Valves, Pulmonary', 'Pulmonary Valves', 'Valve, Pulmonary'], ['Other pulmonary aspergillosis']]"
[2],"[['Other specified hyperalimentation'], ['Other specified hyperalimentation'], ['obsolete metastatic endometrioid carcinoma']]"
"[1, 0]","[['Mental Fatigue', 'Fatigue, Mental'], ['micropapillomatosis labialis']]"
"[1, 0]","[[""Reiter's disease, shoulder""], ['anthrax disease']]"
[2],"[['Xanthelasma of eyelid'], ['Tetany', 'Tetany, Neonatal', 'Spasmophilia', 'Tetanilla'], ['Neonatal Leukemia', 'neonatal leukemia'], ['Xanthelasma of eyelid']]"
"[5, 4, 2, 1]","[['Other injury of liver'], ['Liver, unspecified'], ['Liver Regeneration'], ['Injury of liver'], ['Provinols', 'Polyphenols'], ['Cranial Irradiation'], ['liver fibroma', 'Fibroma of the Liver']]"
"[1, 0]","[['labyrinthine hydrops', 'endolymphatic hydrops'], [""Mnire's vertigo"", ""Meniere's disease"", 'Meniere disease', 'Otogenic vertigo']]"
"[1, 0]","[['chronic canaliculitis'], ['Chronic otitis externa NOS', 'Other otitis externa']]"
[2],"[['Other viral enteritis'], ['Other viral enteritis'], ['Calicivirus enteritis']]"
[3],"[['Meningococcal infection'], ['Meningococcal infection'], ['Other meningococcal infections'], ['Euglenozoa Infections']]"
[0],"[['Other injury of abdominal aorta'], ['Aortic aneurysm and dissection', 'aortic ectasia', 'traumatic aortic aneurysm'], ['Syphilitic aneurysm of aorta'], ['Aneurysm of aorta in diseases classified elsewhere', 'syphilitic aneurysm']]"
"[1, 0]","[['Other spirochetal infections'], ['Infections, Enterovirus', 'Enterovirus Infections']]"
[3],"[['Estrogen excess'], ['Estrogen excess'], ['Convergence excess'], ['Predatory Behavior']]"
[1],"[['Other lactose intolerance'], ['Paranoid Behavior'], ['Lactose intolerance'], ['Other lactose intolerance'], ['Lactose intolerance']]"
[0],"[['Bulimia Nervosa'], ['Binge eating disorder'], ['Binge-Eating Disorder'], ['Binge eating disorder']]"
"[1, 0]","[['Pinguecula, left eye'], ['Hypopyon, left eye']]"
[1],"[['Corneal staphyloma, left eye'], ['Regular astigmatism, left eye'], ['Staphyloma posticum, left eye']]"
[1],"[['Scleral ectasia, right eye'], ['Eye Manifestations'], ['Paresis of accommodation, right eye'], ['Scleral ectasia, left eye']]"
"[1, 0]","[['Minor opacity of cornea, left eye'], ['Iridodialysis, left eye']]"
"[1, 0]","[['omega-Conotoxins', 'omega-Conotoxin'], ['Other paralytic strabismus']]"
"[1, 0]","[['Contusion of left ear'], ['Presbycusis, left ear']]"
"[1, 0]","[['Carbuncle of right foot'], ['Metatarsalgia, right foot']]"
"[1, 0]","[['Metatarsalgia, left foot'], ['Carbuncle of left foot']]"
[0],"[['Circulation, Assisted', 'Assisted Circulation'], ['Guttate psoriasis'], ['Guttate psoriasis']]"
[0],"[['Other specified conditions of integument specific to newborn'], ['Circumscribed scleroderma', 'Localized scleroderma [morphea]'], ['neonatal scleroderma', 'Systemic sclerosis [scleroderma]', 'circumscribed scleroderma'], ['Circumscribed scleroderma', 'Localized scleroderma [morphea]']]"
"[1, 0]","[['External constriction, right knee'], ['Postimmunization arthropathy, right knee']]"
"[1, 0]","[['Typhoid vaccines'], ['Idiopathic gout, right wrist']]"
"[1, 0]","[['Post-traumatic osteoarthritis, left hand'], ['Ganglion, left hand']]"
[0],"[['Boutonnière deformity of right finger(s)'], ['Other osteonecrosis, right finger(s)'], ['Other secondary osteonecrosis, right finger(s)'], ['Superficial frostbite of right finger(s)']]"
"[1, 0]","[['Osteophyte, wrist'], ['Abrasion of wrist']]"
"[1, 0]","[['Endodontic underfill'], ['Prostaglandin analogues']]"
[0],"[['diastasis recti complicating pregnancy, labor and delivery', 'Diastasis of muscle', 'Separation of muscle (nontraumatic)'], ['Other specified obstetric trauma'], ['Other specified obstetric trauma'], ['Other specified obstetric trauma']]"
[1],"[['Short rib syndrome', 'Asphyxiating thoracic dysplasia [Jeune]'], ['Other congenital malformations of ribs', 'Congenital malformation of ribs NOSCongenital absence of rib', 'Congenital absence of rib', 'Congenital fusion of ribs'], ['Short rib syndrome', 'Asphyxiating thoracic dysplasia [Jeune]']]"
"[1, 0]","[['Neurologic neglect syndrome', 'Hemi-inattention', 'Neurologic neglect syndromeHemi-inattention', 'Left-sided neglect'], ['Visuospatial deficit']]"
"[1, 0]","[['Initiator Caspases', 'Caspases, Initiator'], ['Underdosing of opium']]"
[2],"[['Y Chromosome'], ['Chromosome Structures'], ['Assault by shotgun']]"
"[5, 2]","[['Oxygenators'], ['Nitrogen'], ['Medical gases'], ['oxygen'], ['nitrogen'], ['helium'], ['Carbon dioxide'], ['carbon dioxide']]"
"[1, 0]","[['Hair Follicle'], ['Hair transplant']]"
[1],"[['Nursing, Pediatric', 'Pediatric Nursing'], ['Nurses, Neonatal'], ['Nurses, Pediatric']]"
"[3, 0]","[['Hypobaropathy NOS'], ['Volvulus', 'Intestinal Volvulus', 'Volvulus, Intestine'], ['Volvulus NOS'], ['Altitude Hypoxia', 'Mountain Sickness', 'Altitude Sickness']]"
[2],"[['Dental Anesthesia', 'Anesthesia, Dental'], ['Dental Amalgams', 'Amalgams, Dental', 'Dental Amalgam', 'Amalgam, Dental'], ['Dental Papillae', 'Papillae, Dental', 'Papilla, Dental', 'Dental Papilla']]"
"[1, 0]","[['Toxoplasmosis, Animal'], ['Animal Communication']]"
"[1, 0]","[['Arbovirus Infections'], ['Arthropod-borne viral disease NOS']]"
"[1, 0]","[['Crossmatching, Blood', 'Blood Grouping', 'Blood Typing', 'Blood Grouping and Crossmatching'], ['Reinforcement Schedule']]"
[1],"[['Kanamycin Resistance'], ['Licensure, Nursing', 'Licensures, Nursing', 'Nursing Licensure', 'Nursing Licensures'], ['Capillary Resistance']]"
[0],"[['Contact laxatives'], ['castor oil'], ['Castor Oil']]"
"[1, 0]","[['Uveal Neoplasms'], ['Chlorohydrins', 'Chlorhydrins']]"
"[1, 0]","[['Mossy foot disease'], ['Dermatitis Verrucosa', 'Chromoblastomycosis', 'Chromomycosis']]"
[0],"[['isothipendylum', 'isothipendyl'], ['Behavior, Compulsive', 'Compulsive Behavior'], ['Imitative Behavior']]"
[0],"[['Hospitals, Community', 'Community Hospital'], ['Hospital Infections', 'Infections, Hospital', 'Health Care Associated Infection', 'Infections, Nosocomial', 'Health Care Associated Infections', 'Healthcare Associated Infections', 'Nosocomial Infections', 'Infection, Cross', 'Cross Infection'], ['Infections, Cross', 'Hospital Infections', 'Cross Infections', 'Hospital Infection', 'Infection, Nosocomial', 'Infections, Hospital', 'Infections, Nosocomial', 'Nosocomial Infection', 'Infection, Hospital', 'Nosocomial Infections', 'Cross infection', 'Infection, Cross', 'Cross Infection']]"
"[1, 0]","[['Accretions on teeth NOS'], ['Dental Deposit', 'Deposits, Dental', 'Dental Deposits', 'Materia Alba', 'Deposit, Dental']]"
"[1, 0]","[['Diastema', 'Diastemata'], ['Abnormal tooth spacing NOS']]"
"[1, 0]","[['Nurses, Male'], ['Economics, Nursing', 'Nursing Economics']]"
"[1, 0]","[['Biological Evolution'], ['Planetary Evolution', 'Evolution, Planetary']]"
"[1, 0]","[['Salivary Glands'], ['Exocrine Glands']]"
[1],"[['[D]Flushing', 'Flushing', 'Flushes', 'Flushings'], ['d-xylitol'], ['Flushing']]"
[0],"[['Generalized glycogenosis'], ['Deficiency of maltase-glucoamylase', 'Deficiency of maltase', 'Deficiency of alpha-glucosidase'], ['Deficiency of exo-1,4-alpha-glucosidase', 'Deficiency of gamma-amylase', 'Deficiency of glucan 1,4-alpha-glucosidase', 'Deficiency of lysosomal alpha-glucosidase', 'Deficiency of acid maltase', 'Deficiency of glucoamylase', 'Deficiency of amyloglucosidase']]"
"[1, 0]","[['Metacarpal Bones', 'Metacarpals'], ['Hardness Tests']]"
"[1, 0]","[['Hospital Auxiliaries', 'Auxiliary, Hospital', 'Hospital Auxiliary', 'Auxiliaries, Hospital'], ['Pediatric Hospitals', 'Hospitals, Pediatric']]"
"[1, 0]","[['Insulin, Ultralente', 'Ultralente Insulin'], ['Insulin Antagonists']]"
[3],"[['inulin'], ['Inulin'], ['phenolsulfonphthalein'], ['Tests for renal function']]"
"[1, 0]","[['Epiphora', 'Lacrimal Apparatus Diseases'], ['Lacrimal system disorder NOS']]"
"[1, 0]","[['Medicine in Literature'], ['Medicine, Reproductive', 'Reproductive Medicine']]"
"[1, 0]","[['Integrative Medicine'], ['Military Medicine', 'Medicine, Military']]"
"[1, 0]","[['Occupational Groups', 'Group, Occupational', 'Occupational Group', 'Groups, Occupational'], ['Enediynes', 'Enediyne Group']]"
"[1, 0]","[['Process, Nursing', 'Nursing Process'], ['Nursing, Holistic', 'Holistic Nursing']]"
"[1, 0]","[['Office Nursing', 'Nursing, Office'], [""Nurses' Instruction""]]"
[1],"[['Pancreatic Function Tests'], ['pancreozymin (cholecystokinin)'], ['Tests for pancreatic function']]"
[0],"[['Pregnancy, Quintuplet'], ['Pregnancy, Abdominal'], ['Abdominal Pregnancy', 'Pregnancy, Abdominal']]"
[1],"[['Protein-Calorie Malnutrition', 'Marasmus', 'Protein-Energy Malnutrition'], ['Protein deficiency disease'], ['Dystrophy due to malnutrition'], ['Protein-calorie malnutrition NOS']]"
[1],"[['Solutions'], ['sodium citrate'], ['Salt solutions']]"
[2],"[['tetanus antitoxin'], ['Tetanus Antitoxin'], ['Immune Sera', 'Immune sera']]"
"[1, 0]","[['Amphipods', 'Amphipoda'], ['Tetrahymena pyriformis']]"
[2],"[[""Buerger's Disease"", 'Buerger Disease', 'Thromboangiitis Obliterans', 'Thromboangitis Obliterans'], ['Thromboangiitis obliterans NOS'], ['Presenile gangrene']]"
"[1, 0]","[['Overgrowth of filiform papillae'], ['Tongue, Hairy']]"
"[1, 0]","[['Double Y syndrome'], ['XYY Karyotype']]"
"[1, 0]","[['Health Behavior'], ['Immunoglobulin Class Switching', 'Isotype Switching', 'Class Switching']]"
"[1, 0]","[['losartan M2'], ['Cystovirus', 'Cystoviridae']]"
"[1, 0]","[['Astroviridae Infections', 'Infections, Astroviridae'], ['Morbillivirus Infections', 'Infections, Morbillivirus']]"
"[1, 0]","[['Infections, Rhabdoviridae', 'Rhabdoviridae Infections'], ['Enterobacteriaceae Infections']]"
"[1, 0]","[['Lupoid rosacea'], ['Dermatitis, Periocular', 'Dermatitis, Perioral', 'Perioral Dermatitis', 'Periocular Dermatitis']]"
"[1, 0]","[['Lower limb anomaly, unspecified'], ['Lower Extremity Deformities, Congenital', 'Lower Limb Deformities, Congenital']]"
"[1, 0]","[['Upper limb anomaly, unspecified'], ['Upper Extremity Deformities, Congenital', 'Upper Limb Deformities, Congenital']]"
"[1, 0]","[['White Heifer Disease'], ['Segmental uterine aplasia']]"
"[1, 0]","[['2-hydroxyiminostilbene'], ['Caveolin-2', 'Caveolin 2']]"
"[1, 0]","[['Chloroplast Genome', 'Genome, Chloroplast'], ['Antibiotics and corticosteroids']]"
"[1, 0]","[['penicillin g'], ['Cyclin G']]"
"[1, 0]","[['testosterone propionate'], ['3-oxoandrosten (4) derivatives']]"
[0],"[['4-carboxynevirapine'], ['4-methylumbelliferone'], ['4-methylthioamphetamine']]"
"[1, 0]","[['proflavine'], ['Acridine derivatives']]"
"[1, 0]","[['Aminoalkyl ethers'], ['Diphenhydramine Theoclate', 'dimenhydrinate', 'Diphenhydrinate']]"
"[1, 0]","[['cyproterone', 'Cyproterone acetate'], ['Antiandrogens, plain']]"
[2],"[['Antiarrhythmics, class III'], ['antiarrhythmics, class i and iii'], ['Bretylum', 'Bretylium p-toluenesulfonate', 'Bretylate', 'Bretylium tosylate', 'Bretylium tolsylate', 'bretylium']]"
[2],"[['Antihypertensives'], ['Other antihypertensives', 'Other Antihypertensives'], ['ambrisentan']]"
"[1, 0]","[['hydrogen peroxide'], ['Antiinfectives and antiseptics for local oral treatment']]"
"[1, 0]","[['thioacetazone and isoniazid'], ['Combinations of drugs for treatment of tuberculosis']]"
"[1, 0]","[['Interleukin inhibitors'], ['tocilizumab']]"
[2],"[['local anesthetics', 'Local Anesthetics'], ['Other local anesthetics'], ['capsaicin'], ['tetracaine']]"
"[1, 0]","[['Local hemostatics'], ['thrombin']]"
"[1, 0]","[['Other antiemetics'], ['fosaprepitant']]"
"[1, 0]","[['Other diagnostic radiopharmaceuticals for tumour detection'], ['iobenguane (131i)']]"
[1],"[['Other surgical aids'], ['chymotrypsin'], ['Surgical Aids']]"
"[1, 0]","[['eltrombopag', 'Eltrombopag olamine'], ['Other systemic hemostatics']]"
"[1, 0]","[['gadopentetate dimeglumine'], ['Paramagnetic contrast media']]"
"[1, 0]","[['Phosphodiesterase inhibitors'], ['sildenafil', 'Sildenafil Citrate']]"
[0],"[['oxatomide'], ['Piperazine derivatives'], ['Piperazine and derivatives']]"
"[1, 0]","[['Preparations inhibiting uric acid production'], ['febuxostat']]"
"[1, 0]","[['trypsin'], ['Proteolytic enzymes']]"
"[1, 0]","[['Renin-inhibitors'], ['Rasilez', 'SPP 100', 'aliskiren']]"
"[1, 0]","[['dipivefrin'], ['Sympathomimetics in glaucoma therapy']]"
[0],"[['hexocyclium'], ['Synthetic anticholinergics, quaternary ammonium compounds'], ['diphemanil methylsulfate']]"
"[1, 0]","[['Tests for diabetes'], ['glucose']]"
[1],"[['(+/-)-Lorazepam', 'O-Chloroxazepam', 'O-Chlorooxazepam', 'lorazepam', 'L-Lorazepam Acetate'], ['ondansetron'], ['fosaprepitant', 'MK-0517', 'MK-869', 'aprepitant']]"
"[1, 0]","[['benazepril'], ['Diphenylhydantoin', 'Dihydantoin', 'Phenytoine', 'DPH', 'Difenilhidantoina [Spanish]', 'Diphenylhydantoine [French]', 'Diphenylhydatanoin', '5,5-Dwufenylohydantoina', 'Fenitoina [INN-Spanish]', 'Phenytoin Sodium', 'Phenytoinum [INN-Latin]', 'phenytoin', '5,5-diphenylhydantoin', 'Phenytoine [INN-French]', 'Diphenylan Sodium']]"
[1],"[['Skin and Connective Tissue Diseases'], ['obsolete hemopoetic tissue disease'], ['Skin and Connective Tissue Diseases']]"
"[1, 0]","[['obsolete childhood liver neoplasm'], ['Occult carcinoma of the lung', 'occult carcinoma of lung', 'obsolete lung occult carcinoma']]"
"[1, 0]","[['Superficial frostbite'], ['NS-398']]"
[1],"[[""Mooren's corneal ulcer""], ['thioether product'], ['corneal ulcer'], ['Corneal ulcer']]"
[2],"[['Anxiety Disorders', 'Anxiety disorder'], ['Other anxiety disorders'], ['Calcium Ionophores']]"
"[1, 0]","[['Liver Microsomes', 'Microsomes, Liver'], ['liver extract']]"
[1],"[['barium sulfate'], ['Secondary dysmenorrhoea'], ['acetaminophen sulfate'], ['penbutolol', 'Penbutolol sulfate']]"
"[1, 0]","[['Liver therapy'], ['liver cirrhosis', 'Cirrhosis', 'cirrhosis of liver']]"
[3],"[['Hypertension, Pulmonary', 'Pulmonary Hypertension'], ['Pulmonary actinomycosis'], ['Pulmonary actinomycosis'], ['Surfactant, Pulmonary', 'Pulmonary Surfactant', 'Pulmonary Surfactants', 'Surfactants, Pulmonary'], ['pulmonary hypertension']]"
[1],"[['Yatapoxvirus infections'], ['Campylobacter Infections'], ['Other spirochaetal infections'], ['Other yatapoxvirus infections']]"
