List,Syns
[6],"[['Lymphocyte function antigen-1 [LFA-1] defect'], ['Receptors, Lipoxin', 'Lipoxin Receptors'], ['T-Cell Receptors', 'Receptors, Antigen, T-Cell', 'Receptors, T-Cell Antigen', 'T-Cell Receptor', 'Antigen Receptors, T-Cell', 'T-Cell Antigen Receptor'], ['Lymphocyte function antigen-1 [LFA-1] defect'], ['Antigen Receptor', 'Antigen Receptors', 'Receptors, Antigen'], ['Trypanosoma cruzi PEPCK', 'T. cruzi PEPCK', 'ATP-Dependent Phosphoenolpyruvate Carboxykinase', 'Phosphoenolpyruvate Carboxykinase (ATP)'], ['Electrophoresis, Microchip', 'Microchip Electrophoresis']]"
[1],"[['Manganese deficiency'], ['Oxosteroids', 'Ketosteroids'], ['Manganese deficiency']]"
[2],"[['Body Fluids'], ['Body of pancreas'], ['Other fluid overload']]"
[2],"[['Other vascular dementia'], ['Vascular dementia'], ['Bile Canaliculi']]"
[0],"[['Bulimia Nervosa'], ['Binge eating disorder'], ['Binge-Eating Disorder'], ['Binge eating disorder']]"
[0],"[['Corticobasal degeneration'], ['Sclerosing Cholangiitis', 'Cholangiitides, Sclerosing', 'Sclerosing Cholangitis', 'Cholangiitis, Sclerosing', 'Sclerosing Cholangitides', 'Cholangitides, Sclerosing', 'Sclerosing cholangitis unspecified', 'Cholangitis, Sclerosing', 'Sclerosing cholangitis', 'Sclerosing Cholangiitides'], ['Primary Sclerosing Cholangitis', 'Sclerosing Cholangitis', 'Cholangiitis, Sclerosing', 'Cholangitis, Primary Sclerosing', 'Cholangitis, Sclerosing']]"
"[1, 0]","[['Punctate keratitis, right eye'], ['Choroidal rupture, right eye']]"
[1],"[['Iridodialysis, left eye'], ['Minor opacity of cornea, left eye'], ['Other vitreous opacities, left eye']]"
"[1, 0]","[['Stromal corneal pigmentations, bilateral'], ['Shikimic Acid']]"
"[1, 0]","[['Unionids', 'Mussels, Native', 'Unionidae'], ['Hyphema', 'traumatic hyphema']]"
"[1, 0]","[['Toxic effect of venom of centipedes and venomous millipedes'], ['Toxic maculopathy, bilateral']]"
[2],"[['Labyrinthine dysfunction, left ear'], ['Labyrinthine fistula, left ear'], ['Primary blast injury of left ear']]"
"[1, 0]","[['Contusion of left ear'], ['Presbycusis, left ear']]"
"[1, 0]","[['Dissection of aorta'], ['Hydroxyandrostenes', 'Androstenols']]"
"[1, 0]","[['Pleurisy', 'pleurisy with effusionJ90'], ['Hemopneumothorax', 'Hemothorax']]"
"[1, 0]","[['Methanospirillaceae', 'Methanospirillum'], ['Horizontal alveolar bone loss']]"
"[1, 0]","[['Carbuncle of right foot'], ['Metatarsalgia, right foot']]"
[3],"[['Circumscribed scleroderma', 'Localized scleroderma [morphea]'], ['Circumscribed scleroderma', 'Localized scleroderma [morphea]'], ['neonatal scleroderma', 'Systemic sclerosis [scleroderma]', 'circumscribed scleroderma'], ['Other specified conditions of integument specific to newborn']]"
"[1, 0]","[['Staphylococcal polyarthritis'], ['Pneumococcal polyarthritis']]"
[1],"[['Other instability, left hip'], ['Hemarthrosis, left hip'], ['Other sprain of left hip']]"
[2],"[['Deuteroporphyrins', 'Cobalt Deuteroporphyrin'], ['Platyfish', 'Mosquito Fish', 'Cyprinodontiformes', 'Gambusia', 'Xiphophorus'], ['Effusion, elbow']]"
[0],"[['diastasis recti complicating pregnancy, labor and delivery', 'Diastasis of muscle', 'Separation of muscle (nontraumatic)'], ['Other specified obstetric trauma'], ['Other specified obstetric trauma'], ['Other specified obstetric trauma']]"
"[2, 1]","[['Barium Radioisotopes'], ['Ganglion, wrist'], ['Sternotomy', 'Median Sternotomy'], ['Barium Enema']]"
[3],"[['Bursitis of hand'], ['Bursitis of hand'], ['Other bursitis, not elsewhere classified, hand'], ['Epiphyseal arrest']]"
[2],"[['Postsurgical lordosis'], ['Postsurgical lordosis'], ['Lymphocyte Transfusion']]"
[1],"[['Other priapism'], ['Motor End-Plate', 'Motor Endplate'], ['Priapisms', 'Pathologic erection', 'Mentulagra', 'Priapism'], ['Priapism']]"
[1],"[['Short rib syndrome', 'Asphyxiating thoracic dysplasia [Jeune]'], ['Other congenital malformations of ribs', 'Congenital malformation of ribs NOSCongenital absence of rib', 'Congenital absence of rib', 'Congenital fusion of ribs'], ['Short rib syndrome', 'Asphyxiating thoracic dysplasia [Jeune]']]"
"[1, 0]","[['Neurologic neglect syndrome', 'Hemi-inattention', 'Neurologic neglect syndromeHemi-inattention', 'Left-sided neglect'], ['Visuospatial deficit']]"
"[1, 0]","[['Certification', 'Certification Level'], ['Abnormal blood-gas level']]"
[1],"[['Dissociative convulsions'], ['Blister (nonthermal) of right shoulder'], ['Dissociative Anesthetics', 'Anesthetics, Dissociative']]"
"[1, 0]","[['Periodical Index'], ['External constriction of right thumb']]"
[2],"[['Other effects of lightning'], ['Greenhouse Effect'], ['Diuretics', 'Diuretic', 'Diuretic Effects', 'Diuretic Effect'], ['Placebo Effect']]"
[1],"[['Imprisonment and other incarceration'], ['Displacement of implanted urinary sphincter'], ['Imprisonment and other incarceration']]"
[3],"[['Fall from cliff'], ['Fall from cliff'], ['Fall from heelies'], ['Fall (on)(from) escalator']]"
"[1, 0]","[['Fall from dock'], ['Other fall on same level']]"
"[1, 0]","[['Struck by turkey'], ['Muscularis Mucosae', 'Lamina Propria', 'Mucosal Tissue', 'Mucosa', 'Mucous Membrane', 'Mucous Membranes']]"
[0],"[['Activity, golf'], ['organic nitrates'], ['Strychnine Nitrate', 'Strychnine']]"
"[1, 0]","[['Activity, volleyball (beach) (court)'], ['Activity, rough housing and horseplay']]"
"[1, 0]","[['Aeromonas hydrophila'], ['Exercise counseling']]"
"[1, 0]","[['Post-Traumatic Headache', 'Cervicogenic Headache'], ['Fundus of stomach']]"
[0],"[['Wernicke encephalopathy'], ['Uranium Compounds'], ['Bromine Compounds'], ['Bromine compounds']]"
"[1, 0]","[['Hyphaema', 'traumatic hyphaemaS05.1'], ['Enhancement, Genetic', 'Genetic Enhancements', 'Enhancements, Genetic', 'Genetic Enhancement']]"
"[1, 0]","[['Primary oligomenorrhoea'], ['6-phosphogluconate']]"
"[2, 1, 0]","[['Excessive weight gain in pregnancy', 'gestational oedemaO12.0O12.2'], ['Physical Fitness'], ['Cardiorespiratory Fitness']]"
"[1, 0]","[['Optical Illusions'], ['Other antepartum haemorrhage']]"
"[1, 0]","[['Physical violence'], ['Respiratory arrest', 'Cardiorespiratory failure']]"
"[1, 0]","[['Burns, Electric', 'Electric Burns'], ['Burn of oesophagus']]"
"[1, 0]","[['Malignant hyperthermia due to anaesthesia'], ['Azotobacter vinelandii']]"
"[1, 0]","[['reduced haloperidol'], ['Contact with scorpions']]"
"[1, 0]","[['Hair Follicle'], ['Hair transplant']]"
"[1, 0]","[['Leuconostoc mesenteroides'], ['Central Tolerance']]"
"[1, 0]","[['Tongue Habits'], ['Kefir Grains', 'Kefir']]"
"[1, 0]","[['In Vivo Dosimetry'], ['Building Codes']]"
"[2, 1, 0]","[['Neutralization Tests'], ['Study Guide'], ['Tuberculin Test']]"
"[1, 0]","[['South Dakota'], ['Caribbean Netherlands']]"
"[1, 0]","[['Tobacco Smoking', 'Smoking, Tobacco'], ['Cigarette Smoking']]"
[1],"[['Elbow Prosthesis'], ['Hemodynamic Monitoring'], ['Urinary Plasminogen Activator', 'Urokinase', 'Renokinase', 'Urokinase-Type Plasminogen Activator', 'U-Plasminogen Activator', 'Single-Chain Urokinase-Type Plasminogen Activator', 'Kidney Plasminogen Activator', 'Plasminogen Activator, Urokinase-Type', 'U-PA', 'Abbokinase'], ['Periodontal Prosthesis'], ['repaglinide M4'], ['atazanavir M4'], ['vincristine M4']]"
"[1, 0]","[['Cystadenoma, Mucinous'], ['Aluminum Silicates']]"
[0],"[['Amphibian Venom', 'Frog Venoms', 'Frog Venom', 'Toad Venoms', 'Toad Venom', 'Amphibian Venoms'], ['Magnesium Silicates'], ['Silicate Cement']]"
"[1, 0]","[['Toxoplasmosis, Animal'], ['Animal Communication']]"
"[1, 0]","[['Antibiotics, Antitubercular'], ['Thiamin Triphosphate', 'Thiamine Triphosphate']]"
"[1, 0]","[['Biaxin', 'A-56268', 'Clarithromycin', '6-O-Methylerythromycin', 'TE-031'], ['Aspergillus nidulans']]"
[0],"[['Vitelline Membrane'], ['Basilar Membrane'], ['Chorioallantoic Membrane']]"
[3],"[['Genome, Viral', 'Viral Genome'], ['Genome, Archaeal'], ['Virion', 'Viral Particle', 'Viral Particles', 'Virus Particle'], ['Biophysics', 'Mechanobiology']]"
[0],"[['Individualized Medicine', 'Precision Medicine', 'Personalized Medicine'], ['Book Selection'], ['Book Illustrations'], ['Book Illustration', 'Illustrated Books', 'Books, Illustrated']]"
"[4, 3, 2, 1, 0]","[['Callus', 'Bony Callus'], ['Myosin V', 'Myosin Type V', 'Myosin-V p190'], ['I.v. Solutions'], ['Temporal Muscle'], ['6alpha-oxymorphol']]"
"[1, 0]","[['Phosphorylase b'], ['Catalogs as Topic']]"
[0],"[['Centrifugation, Zonal'], ['Cost, Hospital', 'Costs, Hospital', 'Hospital Costs'], ['Hospital Formularies', 'Formulary, Hospital', 'Formularies, Hospital', 'Hospital Formulary']]"
[5],"[['Sodium Compounds'], ['Cetrimides', 'Cetrimonium Compounds', 'Cetyltrimethylammonium Compounds'], ['Vanadium Compounds'], ['Organoselenium Compounds'], ['Ferrous Compounds'], ['sodium stibogluconate']]"
"[1, 0]","[['Infant Formulas'], ['Psychology, Infant', 'Child Psychology', 'Pediatric Psychology', 'Psychology, Child', 'Psychology, Pediatric', 'Infant Psychology']]"
"[2, 1, 0]","[['Antibiotics, Thienamycin', 'Thienamycins'], ['Chlormethazanone', 'Chlormezanone'], ['alglucosidase alfa']]"
[1],"[['Osteoarthritis, Hip', 'Coxarthroses', 'Osteoarthritis of hip', 'OA - Osteoarthritis of hip', 'Osteoarthritides, Hip', 'Coxarthrosis', 'Hip Osteoarthritides', 'Hip Osteoarthritis'], ['Cold Temperature', 'Cold'], ['Coxarthrosis', 'Osteoarthritis Of Hip', 'Osteoarthritis, Hip']]"
[2],"[['Iodine Therapy', 'Iodine therapy'], ['Therapy, Chelation', 'Chelation Therapy'], ['Blogging', 'Blogs as Topic'], ['Horticultural Therapy'], ['Thyroid Therapy'], ['Collapse Therapy', 'Therapy, Collapse'], ['Therapy, Gestalt', 'Gestalt Therapy'], ['Thyroid Cartilage']]"
[1],"[['Classical Pathway C3-C5 Convertases', 'Complement C3-C5 Convertases, Classical Pathway'], ['Edwardsiella ictaluri'], ['Complement Pathway, Classical', 'Classical Complement Pathway', 'Classical Complement Activation Pathway', 'Complement Activation Pathway, Classical']]"
"[1, 0]","[['Contractile Proteins'], ['Protein Refolding']]"
[0],"[['Hospitals, Community', 'Community Hospital'], ['Hospital Infections', 'Infections, Hospital', 'Health Care Associated Infection', 'Infections, Nosocomial', 'Health Care Associated Infections', 'Healthcare Associated Infections', 'Nosocomial Infections', 'Infection, Cross', 'Cross Infection'], ['Infections, Cross', 'Hospital Infections', 'Cross Infections', 'Hospital Infection', 'Infection, Nosocomial', 'Infections, Hospital', 'Infections, Nosocomial', 'Nosocomial Infection', 'Infection, Hospital', 'Nosocomial Infections', 'Cross infection', 'Infection, Cross', 'Cross Infection']]"
"[1, 0]","[['Dental Deposit', 'Deposits, Dental', 'Dental Deposits', 'Materia Alba', 'Deposit, Dental'], ['Accretions on teeth NOS']]"
[1],"[['Licensure, Dental', 'Dental Licensure'], ['Audits, Dental', 'Dental Audits', 'Audit, Dental', 'Dental Audit'], ['Prophylaxis, Dental', 'Dental Prophylaxis'], ['Dental Philosophy', 'Dental Philosophies', 'Philosophies, Dental', 'Philosophy, Dental'], ['Dental Informatics']]"
"[1, 0]","[['Technicians, Dental', 'Dental Technicians', 'Dental Technician', 'Technician, Dental'], ['Dianhydrosorbitol', 'Isosorbide']]"
[0],"[['Diastema', 'Diastemata'], ['Fagus', 'Beech'], ['Abnormal tooth spacing NOS']]"
"[1, 0]","[['Disyston', 'Di-Syston', 'Disulfoton', 'Thiodemeton', 'Demeton'], ['Middle Age', 'Middle Aged']]"
"[1, 0]","[['Elbow Joint'], ['Nonsense-Mediated mRNA Decay', 'Nonsense Mediated mRNA Decay']]"
[2],"[['Family Practice'], ['Group Practice'], ['Thermoluminescent Dosimetry'], ['Professional Practice']]"
"[1, 0]","[['Transcription Initiation Site', 'Transcription Start Site'], ['Macrosomia, Fetal', 'Fetal Macrosomia']]"
"[1, 0]","[['DNA Synthesis Factor', 'Fibroblast Growth Factor', 'Fibroblast Growth Regulatory Factor', 'Fibroblast Growth Factors'], ['DNA Polymerase IV', 'DNA Polymerase beta']]"
"[1, 0]","[['Nucleic Acid Hybridization', 'Genomic Hybridization'], ['Filarioidea', 'Litomosoides']]"
[1],"[['sodium fluoride'], ['Angiopoietin-1'], ['Fluoride', 'Fluorides'], ['fluoride']]"
[1],"[['[D]Flushing', 'Flushing', 'Flushes', 'Flushings'], ['d-xylitol'], ['Flushing']]"
[1],"[['Food Microbiology', 'Microbiology, Food'], ['Food and Beverages'], ['Microbiology, Industrial', 'Industrial Microbiology'], ['Food Industry']]"
"[1, 0]","[['Fractures, Ununited'], ['Habilitation', 'Rehabilitation']]"
"[1, 0]","[['Gestalt Theory'], ['Sodium, Dietary', 'Dietary Sodium']]"
[0],"[['Generalized glycogenosis'], ['Deficiency of maltase-glucoamylase', 'Deficiency of maltase', 'Deficiency of alpha-glucosidase'], ['Deficiency of exo-1,4-alpha-glucosidase', 'Deficiency of gamma-amylase', 'Deficiency of glucan 1,4-alpha-glucosidase', 'Deficiency of lysosomal alpha-glucosidase', 'Deficiency of acid maltase', 'Deficiency of glucoamylase', 'Deficiency of amyloglucosidase']]"
"[1, 0]","[['H-Reflexes', 'H-Reflex', 'H Reflex'], ['Prostaglandins H']]"
[1],"[['Helminthiasis, Animal'], ['Glibenclamidum [INN-Latin]', 'Glyburide', 'Apo-Glibenclamide', 'glibenclamide', 'Glibenclamida [INN-Spanish]'], ['Hepatitis, Animal']]"
[1],"[['Legislation, Hospital', 'Hospital Legislation'], ['Hospital Auxiliaries', 'Auxiliary, Hospital', 'Hospital Auxiliary', 'Auxiliaries, Hospital'], ['Pediatric Hospitals', 'Hospitals, Pediatric']]"
[3],"[['Hospital Nuclear Medicine Department', 'Nuclear Medicine Department, Hospital', 'Nuclear Medicine Departments, Hospital', 'Hospital Nuclear Medicine Departments'], ['Hospitals, Packaged', 'Packaged Hospitals'], ['Hospital Medicine'], ['Perforant Path', 'Perforating Fasciculus', 'Perforant Pathway']]"
[1],"[['Transducers, Pressure'], ['Hydrostatic Pressure'], ['Sea Urchins', 'Sand Dollars', 'Clypeasteroida', 'Sand-Dollar', 'Echinoidea']]"
