ID,Syn
"31,ICD10_CM:B42.1","[""""""Lymphocutaneous sporotrichosis""""""]"
"31,ICD10:B42.1","[""""""Lymphocutaneous sporotrichosis""""""]"
"32,MeSH:D008042","[""""""Linolenic Acids""""""]"
"32,MeSH:D013386","[""""""Succinic Acids"""""",""""""Succinates""""""]"
"32,MeSH:D013451","[""""""Sulfonic Acids""""""]"
"33,ICD10_CM:M32.11","[""""""Libman-Sacks disease"""""",""""""Endocarditis in systemic lupus erythematosus""""""]"
"33,MeSH:D008180","[""""""Lupus Erythematosus Disseminatus"""""",""""""Libman-Sacks Disease"""""",""""""Systemic Lupus Erythematosus"""""",""""""Lupus Erythematosus, Systemic""""""]"
"33,PharmGKB:PA444822","[""""""SLE"""""",""""""Lupus Erythematosus, Systemic"""""",""""""Libman Sacks Disease"""""",""""""Disease, Libman-Sacks"""""",""""""Lupus Erythematosus Disseminatus"""""",""""""Libman-Sacks Disease"""""",""""""Systemic Lupus Erythematosus""""""]"
"34,MeSH:D008103","[""""""Liver Cirrhosis"""""",""""""Liver Fibrosis"""""",""""""Cirrhosis, Liver"""""",""""""Fibrosis, Liver"""""",""""""Hepatic Cirrhosis""""""]"
"34,PharmGKB:PA444797","[""""""CL - Cirrhosis of liver"""""",""""""Liver Cirrhosis"""""",""""""Hepatic Cirrhosis"""""",""""""Liver Cirrhoses"""""",""""""Liver Fibrosis"""""",""""""Hepatic cirrhosis, NOS"""""",""""""Cirrhosis, Hepatic"""""",""""""Hepatic Cirrhoses"""""",""""""Liver Fibroses"""""",""""""Cirrhosis, Liver"""""",""""""Cirrhoses, Hepatic"""""",""""""Cirrhoses, Liver"""""",""""""Fibrosis, Liver"""""",""""""Fibroses, Liver"""""",""""""Cirrhosis of liver"""""",""""""Cirrhosis of liver without mention of alcohol""""""]"
"35,ICD10_CM:S62.125","[""""""Nondisplaced fracture of lunate [semilunar], left wrist""""""]"
"35,ICD10_CM:S62.122","[""""""Displaced fracture of lunate [semilunar], left wrist""""""]"
"35,ICD10_CM:S62.121","[""""""Displaced fracture of lunate [semilunar], right wrist""""""]"
"35,ICD10_CM:S62.124","[""""""Nondisplaced fracture of lunate [semilunar], right wrist""""""]"
"35,ICD10_CM:S62.123","[""""""Displaced fracture of lunate [semilunar], unspecified wrist""""""]"
"36,MeSH:D008151","[""""""Short PR-Normal QRS Complex Syndrome"""""",""""""Lown-Ganong-Levine Syndrome""""""]"
"36,PharmGKB:PA165108631","[""""""Lown-Ganong-Levine syndrome"""""",""""""Syndrome of short P-R interval, normal QRS complexes AND supraventricular tachycardias""""""]"
"37,ICD10_CM:S91.135","[""""""Puncture wound without foreign body of left lesser toe(s) without damage to nail""""""]"
"37,ICD10_CM:S91.145","[""""""Puncture wound with foreign body of left lesser toe(s) without damage to nail""""""]"
"37,ICD10_CM:S91.235","[""""""Puncture wound without foreign body of left lesser toe(s) with damage to nail""""""]"
"38,ICD10_CM:T40.7X2","[""""""Poisoning by cannabis (derivatives), intentional self-harm""""""]"
"38,ICD10_CM:T39.2X2","[""""""Poisoning by pyrazolone derivatives, intentional self-harm""""""]"
"39,ICD10_CM:T81.513","[""""""Adhesions due to foreign body accidentally left in body following injection or immunization""""""]"
"39,ICD10_CM:T81.523","[""""""Obstruction due to foreign body accidentally left in body following injection or immunization""""""]"
"39,ICD10_CM:T81.533","[""""""Perforation due to foreign body accidentally left in body following injection or immunization""""""]"
"40,MeSH:D008202","[""""""Lymphangioma"""""",""""""Lymphangioendothelioma"""""",""""""Lymphangioma, Cavernous"""""",""""""Endothelioma, Lymphatic""""""]"
"40,PharmGKB:PA165109035","[""""""Lymphangioma of unspecified site""""""]"
"41,MeSH:D008204","[""""""Lymphangioendothelioma, Malignant"""""",""""""Lymphangiosarcoma""""""]"
"41,PharmGKB:PA165108126","[""""""Lymphangiosarcoma""""""]"
"42,ICD10_CM:S83.004","[""""""Unspecified dislocation of right patella""""""]"
"42,ICD10_CM:M22.41","[""""""Chondromalacia patellae, right knee""""""]"
"43,ICD10_CM:T81.9","[""""""Unspecified complication of procedure""""""]"
"43,ICD10:T81.9","[""""""Unspecified complication of procedure""""""]"
"44,ICD10:B51.9","[""""""Plasmodium vivax malaria NOS"""""",""""""Plasmodium vivax malaria without complication""""""]"
"44,ICD10_CM:B51.9","[""""""Plasmodium vivax malaria NOS"""""",""""""Plasmodium vivax malaria without complication""""""]"
"45,ICD10_CM:S11.024","[""""""Puncture wound with foreign body of trachea""""""]"
"45,ICD10_CM:S31.23","[""""""Puncture wound without foreign body of penis""""""]"
"45,ICD10_CM:S11.023","[""""""Puncture wound without foreign body of trachea""""""]"
"46,ICD10_CM:S61.121","[""""""Laceration with foreign body of right thumb with damage to nail""""""]"
"46,ICD10_CM:S61.129","[""""""Laceration with foreign body of unspecified thumb with damage to nail""""""]"
"47,ICD10_CM:S01.541","[""""""Puncture wound with foreign body of lip""""""]"
"47,ICD10_CM:S01.531","[""""""Puncture wound without foreign body of lip""""""]"
"48,ICD10_CM:M49.8","[""""""Spondylopathy in diseases classified elsewhere""""""]"
"48,ICD10_CM:M49.83","[""""""Spondylopathy in diseases classified elsewhere, cervicothoracic region""""""]"
"48,ICD10:M49.8","[""""""Spondylopathy in other diseases classified elsewhere""""""]"
"48,ICD10_CM:M49.87","[""""""Spondylopathy in diseases classified elsewhere, lumbosacral region""""""]"
"48,ICD10_CM:M49.84","[""""""Spondylopathy in diseases classified elsewhere, thoracic region""""""]"
"49,ICD10_CM:C02.9","[""""""Malignant neoplasm of tongue, unspecified""""""]"
"49,ICD10:C78.8","[""""""Secondary malignant neoplasm of other and unspecified digestive organs""""""]"
"49,ICD10_CM:C78.80","[""""""Secondary malignant neoplasm of unspecified digestive organ""""""]"
"49,ICD10_CM:C78.8","[""""""Secondary malignant neoplasm of other and unspecified digestive organs""""""]"
"50,MeSH:D008509","[""""""Unit Dose Drug Distribution Systems"""""",""""""Medication Systems""""""]"
"50,MeSH:D008510","[""""""Hospital Unit Dose Drug Distribution Systems"""""",""""""System Hospital Medication"""""",""""""Hospital Medication System"""""",""""""Medication Systems, Hospital"""""",""""""Drug Distribution Systems, Hospital"""""",""""""Medication System, Hospital"""""",""""""Hospital Medication Systems"""""",""""""Systems, Medication Hospital"""""",""""""Hospital Drug Distribution Systems"""""",""""""Hospital Unit Dose Drug Distribution System"""""",""""""Drug Distribution System, Hospital""""""]"
"51,ICD10:B65.9","[""""""Schistosomiasis, unspecified""""""]"
"51,ICD10_CM:B65.9","[""""""Schistosomiasis, unspecified""""""]"
"52,ICD10_CM:M48.17","[""""""Ankylosing hyperostosis [Forestier], lumbosacral region""""""]"
"52,ICD10_CM:M48.12","[""""""Ankylosing hyperostosis [Forestier], cervical region""""""]"
"52,ICD10_CM:M48.13","[""""""Ankylosing hyperostosis [Forestier], cervicothoracic region""""""]"
"52,ICD10_CM:M48.16","[""""""Ankylosing hyperostosis [Forestier], lumbar region""""""]"
"52,ICD10_CM:M48.15","[""""""Ankylosing hyperostosis [Forestier], thoracolumbar region""""""]"
"53,MeSH:D007266","[""""""Inhibition (Psychology)"""""",""""""Inhibition""""""]"
"53,MeSH:D003260","[""""""Contact Inhibition"""""",""""""Inhibition, Contact""""""]"
"53,MeSH:D011592","[""""""Psychology, Military"""""",""""""Military Psychology""""""]"
"54,ICD10_CM:D24.9","[""""""Benign neoplasm of unspecified breast""""""]"
"54,DOID:60082","[""""""breast benign neoplasm""""""]"
"55,ICD10_CM:M99.54","[""""""Intervertebral disc stenosis of neural canal of sacral region""""""]"
"55,ICD10_CM:M99.53","[""""""Intervertebral disc stenosis of neural canal of lumbar region""""""]"
"56,ICD10_CM:T83.71","[""""""Erosion of implanted mesh and other prosthetic materials to surrounding organ or tissue""""""]"
"56,ICD10_CM:T83.72","[""""""Extrusion of implanted mesh"""""",""""""Exposure of implanted mesh and other prosthetic materials into surrounding organ or tissue""""""]"
"56,ICD10_CM:T83.729","[""""""Exposure of other prosthetic materials into organ or tissue""""""]"
"56,ICD10_CM:T83.719","[""""""Erosion of other prosthetic materials to surrounding organ or tissue""""""]"
"57,ICD10_CM:M65.052","[""""""Abscess of tendon sheath, left thigh""""""]"
"57,ICD10_CM:M65.032","[""""""Abscess of tendon sheath, left forearm""""""]"
"58,ICD10_CM:M84.346","[""""""Stress fracture, unspecified finger(s)""""""]"
"58,ICD10_CM:M84.445","[""""""Pathological fracture, left finger(s)""""""]"
"58,ICD10_CM:M84.446","[""""""Pathological fracture, unspecified finger(s)""""""]"
"58,ICD10_CM:M60.045","[""""""Infective myositis, left finger(s)""""""]"
"58,ICD10_CM:M84.345","[""""""Stress fracture, left finger(s)""""""]"
"59,MeSH:D018275","[""""""Carcinoma, Lobular""""""]"
"59,PharmGKB:PA446648","[""""""Lobular Carcinoma"""""",""""""Lobular adenocarcinoma"""""",""""""Carcinoma, Lobular"""""",""""""Carcinomas, Lobular"""""",""""""Infiltrating lobular carcinoma"""""",""""""Lobular Carcinomas""""""]"
"60,PharmGKB:PA165108144","[""""""Middle lobe syndrome"""""",""""""Brock syndrome""""""]"
"60,MeSH:D008878","[""""""Middle Lobe Syndrome"""""",""""""Brock's Syndrome""""""]"
"61,ICD10_CM:T86.829","[""""""Unspecified complication of skin graft (allograft) (autograft)""""""]"
"61,ICD10_CM:T85.623","[""""""Displacement of artificial skin graft and decellularized allodermis"""""",""""""Dislodgement of artificial skin graft and decellularized allodermis""""""]"
"61,ICD10_CM:T85.693","[""""""Other mechanical complication of artificial skin graft and decellularized allodermis""""""]"
"61,ICD10_CM:T86.82","[""""""complication of artificial skin graft"""""",""""""Complications of skin graft (allograft) (autograft)""""""]"
"61,ICD10_CM:T86.821","[""""""Skin graft (allograft) (autograft) failure""""""]"
"61,ICD10_CM:T86.822","[""""""Skin graft (allograft) (autograft) infection""""""]"
"61,ICD10_CM:T86.828","[""""""Other complications of skin graft (allograft) (autograft)""""""]"
"62,ICD10_CM:S50.91","[""""""Unspecified superficial injury of forearm""""""]"
"62,MeSH:D005543","[""""""Injuries, Forearm"""""",""""""Forearm Injuries""""""]"
"62,ICD10:S50.7","[""""""Multiple superficial injuries of forearm""""""]"
"62,ICD10_CM:S59.811","[""""""Other specified injuries right forearm""""""]"
"62,ICD10_CM:S50.919","[""""""Unspecified superficial injury of unspecified forearm""""""]"
"62,ICD10_CM:S50.8","[""""""Other superficial injuries of forearm""""""]"
"62,ICD10:S50.8","[""""""Other superficial injuries of forearm""""""]"
"63,ICD10_CM:B83.8","[""""""Hepatic capillariasis"""""",""""""Gongylonemiasis"""""",""""""Other specified helminthiases"""""",""""""GongylonemiasisOther specified helminthiases""""""]"
"63,ICD10_CM:B81.1","[""""""hepatic capillariasis"""""",""""""Infection due to Capillaria philippinensis"""""",""""""Intestinal capillariasis"""""",""""""hepatic capillariasisInfection due to Capillaria philippinensis""""""]"
"63,ICD10_CM:B83","[""""""Other helminthiases"""""",""""""capillariasis NOS"""""",""""""intestinal capillariasis""""""]"
"64,MeSH:D009221","[""""""Progressive Ossifying Myositis"""""",""""""Myositis Ossificans Progressiva"""""",""""""Myositis Ossificans"""""",""""""Progressive Myositis Ossificans"""""",""""""Fibrodysplasia Ossificans Progressiva""""""]"
"64,ICD10_CM:M61.1","[""""""Fibrodysplasia ossificans progressiva"""""",""""""Myositis ossificans progressiva""""""]"
"64,ICD10:M61.1","[""""""Fibrodysplasia ossificans progressiva"""""",""""""Myositis ossificans progressiva""""""]"
"65,ICD10_CM:T86.818","[""""""Other complications of lung transplant""""""]"
"65,ICD10_CM:T86.819","[""""""Unspecified complication of lung transplant""""""]"
"66,MeSH:D006232","[""""""Hand, Foot, Mouth Disease"""""",""""""Hand, Foot and Mouth Disease""""""]"
"66,MeSH:D009059","[""""""Mouth Diseases""""""]"
"66,MeSH:D029544","[""""""Foot-and-Mouth Disease Virus""""""]"
"66,DOID:403","[""""""mouth disease""""""]"
"66,PharmGKB:PA166048882","[""""""Mouth Diseases""""""]"
"67,ICD10_CM:M06.04","[""""""Rheumatoid arthritis without rheumatoid factor, hand""""""]"
"67,ICD10_CM:M06.041","[""""""Rheumatoid arthritis without rheumatoid factor, right hand""""""]"
"67,ICD10_CM:M06.049","[""""""Rheumatoid arthritis without rheumatoid factor, unspecified hand""""""]"
"68,ICD10_CM:M08.049","[""""""Unspecified juvenile rheumatoid arthritis, unspecified hand""""""]"
"68,ICD10_CM:M08.041","[""""""Unspecified juvenile rheumatoid arthritis, right hand""""""]"
"68,ICD10_CM:M08.441","[""""""Pauciarticular juvenile rheumatoid arthritis, right hand""""""]"
"68,ICD10_CM:M08.04","[""""""Unspecified juvenile rheumatoid arthritis, hand""""""]"
"69,MeSH:D014623","[""""""Vaginal Diseases""""""]"
"69,DOID:121","[""""""vaginal disease""""""]"
"70,ICD10:B87.9","[""""""Myiasis, unspecified""""""]"
"70,ICD10_CM:B87.9","[""""""Myiasis, unspecified""""""]"
"71,MeSH:D009124","[""""""Muscle Proteins"""""",""""""Muscle Protein""""""]"
"71,MeSH:D017376","[""""""Virus Tail Proteins"""""",""""""Viral Tail Proteins""""""]"
"72,ICD10_CM:M62.071","[""""""Separation of muscle (nontraumatic), right ankle and foot""""""]"
"72,ICD10_CM:M62.079","[""""""Separation of muscle (nontraumatic), unspecified ankle and foot""""""]"
"72,ICD10_CM:M62.07","[""""""Separation of muscle (nontraumatic), ankle and foot""""""]"
"73,MeSH:D009133","[""""""Neurotrophic Muscular Atrophy"""""",""""""Muscular Atrophy"""""",""""""Atrophy, Muscle"""""",""""""Neurogenic Muscular Atrophy""""""]"
"73,PharmGKB:PA444995","[""""""Muscular Atrophy"""""",""""""Muscle atrophy"""""",""""""Atrophies, Muscle"""""",""""""Muscle thinning"""""",""""""Neurotrophic Muscular Atrophies"""""",""""""Muscular Atrophies, Neurotrophic"""""",""""""Muscular Atrophy, Neurogenic"""""",""""""Atrophies, Neurogenic Muscular"""""",""""""Atrophies, Neurotrophic Muscular"""""",""""""Amyotrophy"""""",""""""Atrophies, Muscular"""""",""""""Muscle Atrophy"""""",""""""Neurotrophic Muscular Atrophy"""""",""""""Atrophy, Muscular"""""",""""""Atrophy, Muscle"""""",""""""Muscle Atrophies"""""",""""""Atrophy, Neurotrophic Muscular"""""",""""""Muscular Atrophy, Neurotrophic"""""",""""""Amyotrophia"""""",""""""Neurogenic Muscular Atrophy"""""",""""""Neurogenic Muscular Atrophies"""""",""""""Atrophy, Neurogenic Muscular"""""",""""""Muscular Atrophies"""""",""""""Muscular Atrophies, Neurogenic""""""]"
"74,ICD10_CM:B94.8","[""""""Sequelae of other specified infectious and parasitic diseases""""""]"
"74,ICD10:B94.8","[""""""Sequelae of other specified infectious and parasitic diseases""""""]"
"75,ICD10_CM:C44.89","[""""""Other specified malignant neoplasm of overlapping sites of skin""""""]"
"75,ICD10_CM:C48.8","[""""""Malignant neoplasm of overlapping sites of retroperitoneum and peritoneum""""""]"
"76,ICD10:D10.2","[""""""Floor of mouth""""""]"
"76,ICD10:C04.8","[""""""Overlapping lesion of floor of mouth""""""]"
"76,ICD10:C04","[""""""Malignant neoplasm of floor of mouth""""""]"
"76,ICD10_CM:C04","[""""""Malignant neoplasm of floor of mouth""""""]"
"77,ICD10_CM:V59.88","[""""""Occupant (driver) (passenger) of pick-up truck or van injured in other specified transport accidents""""""]"
"77,ICD10_CM:V59.8","[""""""Occupant (driver) (passenger) of pick-up truck or van injured in other specified transport accidents""""""]"
"78,ICD10_CM:C13.0","[""""""Malignant neoplasm of postcricoid region""""""]"
"78,ICD10:C13.0","[""""""Postcricoid region""""""]"
"79,ICD10_CM:T25.12","[""""""Burn of first degree of foot"""""",""""""burn of first degree of toe(s) (nail)""""""]"
"79,ICD10_CM:T25.139","[""""""Burn of first degree of unspecified toe(s) (nail)""""""]"
"79,ICD10_CM:T25.02","[""""""burn of unspecified degree of toe(s) (nail)"""""",""""""Burn of unspecified degree of foot""""""]"
"79,ICD10_CM:T25.132","[""""""Burn of first degree of left toe(s) (nail)""""""]"
"80,ICD10_CM:C16.5","[""""""Malignant neoplasm of lesser curvature of stomach, not classifiable to C16.1-C16.4"""""",""""""Malignant neoplasm of lesser curvature of stomach, unspecified""""""]"
"80,ICD10:C16.5","[""""""Lesser curvature of stomach, unspecified"""""",""""""Lesser curvature of stomach, not classifiable to C16.1-C16.4""""""]"
"81,MeSH:D009365","[""""""Remission, Spontaneous Neoplasm"""""",""""""Neoplasm Regression, Spontaneous"""""",""""""Regression, Spontaneous Neoplasm"""""",""""""Spontaneous Neoplasm Remission"""""",""""""Neoplasm Remission, Spontaneous"""""",""""""Spontaneous Neoplasm Regression""""""]"
"81,MeSH:D012075","[""""""Remission, Spontaneous""""""]"
"82,ICD10_CM:L97.214","[""""""Non-pressure chronic ulcer of right calf with necrosis of bone""""""]"
"82,ICD10_CM:L97.224","[""""""Non-pressure chronic ulcer of left calf with necrosis of bone""""""]"
